                       g_value (photons/atom/s)
Velocity (km/s)      7667.01 A           7701.08 A
     13.1          1.323794e+02        6.898897e+01
     13.2          1.323891e+02        6.900446e+01
     13.3          1.323978e+02        6.901826e+01
     13.4          1.323982e+02        6.903133e+01
     13.5          1.323987e+02        6.904440e+01
     13.6          1.323991e+02        6.905747e+01
     13.7          1.323960e+02        6.906989e+01
     13.8          1.323843e+02        6.908203e+01
     13.9          1.323727e+02        6.909417e+01
     14.0          1.323611e+02        6.910631e+01
     14.1          1.323453e+02        6.911678e+01
     14.2          1.323188e+02        6.912708e+01
     14.3          1.322923e+02        6.913738e+01
     14.4          1.322658e+02        6.914768e+01
     14.5          1.322320e+02        6.915740e+01
     14.6          1.321898e+02        6.916706e+01
     14.7          1.321476e+02        6.917672e+01
     14.8          1.321053e+02        6.918623e+01
     14.9          1.320508e+02        6.919452e+01
     15.0          1.319816e+02        6.920281e+01
     15.1          1.319124e+02        6.921110e+01
     15.2          1.318431e+02        6.921934e+01
     15.3          1.317577e+02        6.922712e+01
     15.4          1.316630e+02        6.923491e+01
     15.5          1.315683e+02        6.924270e+01
     15.6          1.314736e+02        6.925009e+01
     15.7          1.313520e+02        6.925666e+01
     15.8          1.312144e+02        6.926323e+01
     15.9          1.310767e+02        6.926979e+01
     16.0          1.309391e+02        6.927630e+01
     16.1          1.307673e+02        6.928269e+01
     16.2          1.305874e+02        6.928909e+01
     16.3          1.304075e+02        6.929548e+01
     16.4          1.302276e+02        6.930131e+01
     16.5          1.299865e+02        6.930663e+01
     16.6          1.297301e+02        6.931195e+01
     16.7          1.294736e+02        6.931728e+01
     16.8          1.292171e+02        6.932251e+01
     16.9          1.288967e+02        6.932767e+01
     17.0          1.285749e+02        6.933283e+01
     17.1          1.282532e+02        6.933798e+01
     17.2          1.279315e+02        6.934264e+01
     17.3          1.274947e+02        6.934711e+01
     17.4          1.270546e+02        6.935158e+01
     17.5          1.266145e+02        6.935606e+01
     17.6          1.261574e+02        6.936030e+01
     17.7          1.256063e+02        6.936446e+01
     17.8          1.250551e+02        6.936863e+01
     17.9          1.245040e+02        6.937279e+01
     18.0          1.239271e+02        6.937647e+01
     18.1          1.231961e+02        6.938013e+01
     18.2          1.224651e+02        6.938378e+01
     18.3          1.217342e+02        6.938743e+01
     18.4          1.209606e+02        6.939096e+01
     18.5          1.200987e+02        6.939448e+01
     18.6          1.192367e+02        6.939801e+01
     18.7          1.183747e+02        6.940145e+01
     18.8          1.174343e+02        6.940436e+01
     18.9          1.163233e+02        6.940728e+01
     19.0          1.152123e+02        6.941019e+01
     19.1          1.141013e+02        6.941311e+01
     19.2          1.129225e+02        6.941607e+01
     19.3          1.116750e+02        6.941903e+01
     19.4          1.104275e+02        6.942199e+01
     19.5          1.091800e+02        6.942482e+01
     19.6          1.078165e+02        6.942742e+01
     19.7          1.063309e+02        6.943001e+01
     19.8          1.048452e+02        6.943260e+01
     19.9          1.033596e+02        6.943508e+01
     20.0          1.017798e+02        6.943738e+01
     20.1          1.001534e+02        6.943967e+01
     20.2          9.852698e+01        6.944197e+01
     20.3          9.690055e+01        6.944420e+01
     20.4          9.528458e+01        6.944639e+01
     20.5          9.367047e+01        6.944859e+01
     20.6          9.205635e+01        6.945078e+01
     20.7          9.044224e+01        6.945283e+01
     20.8          8.877871e+01        6.945478e+01
     20.9          8.710580e+01        6.945674e+01
     21.0          8.543288e+01        6.945869e+01
     21.1          8.376389e+01        6.946057e+01
     21.2          8.227305e+01        6.946244e+01
     21.3          8.078220e+01        6.946431e+01
     21.4          7.929136e+01        6.946618e+01
     21.5          7.780223e+01        6.946787e+01
     21.6          7.645333e+01        6.946951e+01
     21.7          7.510444e+01        6.947115e+01
     21.8          7.375554e+01        6.947278e+01
     21.9          7.246829e+01        6.947431e+01
     22.0          7.143805e+01        6.947582e+01
     22.1          7.040781e+01        6.947734e+01
     22.2          6.937757e+01        6.947886e+01
     22.3          6.839474e+01        6.948038e+01
     22.4          6.762231e+01        6.948190e+01
     22.5          6.684987e+01        6.948342e+01
     22.6          6.607744e+01        6.948488e+01
     22.7          6.544358e+01        6.948609e+01
     22.8          6.505047e+01        6.948730e+01
     22.9          6.465736e+01        6.948850e+01
     23.0          6.426425e+01        6.948969e+01
     23.1          6.399005e+01        6.949083e+01
     23.2          6.393119e+01        6.949198e+01
     23.3          6.387232e+01        6.949312e+01
     23.4          6.381346e+01        6.949429e+01
     23.5          6.392766e+01        6.949550e+01
     23.6          6.419096e+01        6.949671e+01
     23.7          6.445426e+01        6.949792e+01
     23.8          6.471757e+01        6.949900e+01
     23.9          6.515920e+01        6.949997e+01
     24.0          6.576050e+01        6.950095e+01
     24.1          6.636179e+01        6.950192e+01
     24.2          6.696309e+01        6.950288e+01
     24.3          6.773879e+01        6.950382e+01
     24.4          6.858610e+01        6.950476e+01
     24.5          6.943340e+01        6.950571e+01
     24.6          7.028070e+01        6.950644e+01
     24.7          7.130011e+01        6.950712e+01
     24.8          7.239347e+01        6.950780e+01
     24.9          7.348684e+01        6.950848e+01
     25.0          7.458020e+01        6.950922e+01
     25.1          7.573191e+01        6.950998e+01
     25.2          7.689150e+01        6.951075e+01
     25.3          7.805109e+01        6.951151e+01
     25.4          7.921069e+01        6.951225e+01
     25.5          8.043978e+01        6.951299e+01
     25.6          8.167914e+01        6.951372e+01
     25.7          8.291851e+01        6.951446e+01
     25.8          8.415061e+01        6.951486e+01
     25.9          8.525217e+01        6.951527e+01
     26.0          8.635373e+01        6.951568e+01
     26.1          8.745529e+01        6.951608e+01
     26.2          8.855270e+01        6.951649e+01
     26.3          8.955787e+01        6.951690e+01
     26.4          9.056304e+01        6.951731e+01
     26.5          9.156821e+01        6.951770e+01
     26.6          9.251916e+01        6.951797e+01
     26.7          9.328285e+01        6.951824e+01
     26.8          9.404653e+01        6.951851e+01
     26.9          9.481022e+01        6.951868e+01
     27.0          9.554158e+01        6.951871e+01
     27.1          9.615491e+01        6.951874e+01
     27.2          9.676824e+01        6.951877e+01
     27.3          9.738156e+01        6.951872e+01
     27.4          9.793174e+01        6.951854e+01
     27.5          9.838575e+01        6.951837e+01
     27.6          9.883975e+01        6.951819e+01
     27.7          9.929376e+01        6.951777e+01
     27.8          9.972759e+01        6.951720e+01
     27.9          1.001294e+02        6.951662e+01
     28.0          1.005313e+02        6.951604e+01
     28.1          1.009331e+02        6.951524e+01
     28.2          1.013251e+02        6.951431e+01
     28.3          1.017094e+02        6.951338e+01
     28.4          1.020938e+02        6.951244e+01
     28.5          1.024782e+02        6.951129e+01
     28.6          1.029068e+02        6.951009e+01
     28.7          1.033703e+02        6.950888e+01
     28.8          1.038338e+02        6.950768e+01
     28.9          1.042974e+02        6.950583e+01
     29.0          1.048107e+02        6.950385e+01
     29.1          1.053415e+02        6.950186e+01
     29.2          1.058723e+02        6.949986e+01
     29.3          1.064031e+02        6.949749e+01
     29.4          1.070381e+02        6.949512e+01
     29.5          1.077115e+02        6.949275e+01
     29.6          1.083849e+02        6.949035e+01
     29.7          1.090583e+02        6.948736e+01
     29.8          1.098141e+02        6.948436e+01
     29.9          1.105779e+02        6.948136e+01
     30.0          1.113417e+02        6.947820e+01
     30.1          1.121072e+02        6.947453e+01
     30.2          1.128896e+02        6.947085e+01
     30.3          1.136720e+02        6.946718e+01
     30.4          1.144544e+02        6.946333e+01
     30.5          1.152413e+02        6.945897e+01
     30.6          1.160772e+02        6.945461e+01
     30.7          1.169130e+02        6.945025e+01
     30.8          1.177488e+02        6.944569e+01
     30.9          1.185652e+02        6.944088e+01
     31.0          1.193279e+02        6.943607e+01
     31.1          1.200907e+02        6.943127e+01
     31.2          1.208534e+02        6.942619e+01
     31.3          1.216086e+02        6.942077e+01
     31.4          1.223421e+02        6.941536e+01
     31.5          1.230756e+02        6.940994e+01
     31.6          1.238092e+02        6.940442e+01
     31.7          1.244895e+02        6.939885e+01
     31.8          1.251015e+02        6.939327e+01
     31.9          1.257134e+02        6.938769e+01
     32.0          1.263253e+02        6.938193e+01
     32.1          1.269059e+02        6.937607e+01
     32.2          1.274445e+02        6.937021e+01
     32.3          1.279832e+02        6.936435e+01
     32.4          1.285218e+02        6.935873e+01
     32.5          1.289909e+02        6.935316e+01
     32.6          1.294154e+02        6.934758e+01
     32.7          1.298399e+02        6.934204e+01
     32.8          1.302644e+02        6.933716e+01
     32.9          1.306514e+02        6.933228e+01
     33.0          1.310135e+02        6.932741e+01
     33.1          1.313756e+02        6.932257e+01
     33.2          1.317377e+02        6.931838e+01
     33.3          1.320288e+02        6.931420e+01
     33.4          1.322999e+02        6.931001e+01
     33.5          1.325710e+02        6.930611e+01
     33.6          1.328421e+02        6.930301e+01
     33.7          1.330791e+02        6.929991e+01
     33.8          1.333059e+02        6.929682e+01
     33.9          1.335328e+02        6.929401e+01
     34.0          1.337596e+02        6.929198e+01
     34.1          1.339343e+02        6.928994e+01
     34.2          1.341063e+02        6.928791e+01
     34.3          1.342783e+02        6.928658e+01
     34.4          1.344504e+02        6.928604e+01
     34.5          1.345946e+02        6.928551e+01
     34.6          1.347371e+02        6.928497e+01
     34.7          1.348796e+02        6.928507e+01
     34.8          1.350177e+02        6.928588e+01
     34.9          1.351253e+02        6.928669e+01
     35.0          1.352329e+02        6.928749e+01
     35.1          1.353404e+02        6.928924e+01
     35.2          1.354461e+02        6.929145e+01
     35.3          1.355373e+02        6.929366e+01
     35.4          1.356286e+02        6.929586e+01
     35.5          1.357198e+02        6.929898e+01
     35.6          1.358048e+02        6.930252e+01
     35.7          1.358750e+02        6.930606e+01
     35.8          1.359452e+02        6.930960e+01
     35.9          1.360154e+02        6.931381e+01
     36.0          1.360824e+02        6.931811e+01
     36.1          1.361417e+02        6.932241e+01
     36.2          1.362010e+02        6.932671e+01
     36.3          1.362602e+02        6.933206e+01
     36.4          1.363135e+02        6.933755e+01
     36.5          1.363601e+02        6.934303e+01
     36.6          1.364066e+02        6.934853e+01
     36.7          1.364531e+02        6.935414e+01
     36.8          1.364970e+02        6.935976e+01
     36.9          1.365377e+02        6.936538e+01
     37.0          1.365785e+02        6.937104e+01
     37.1          1.366192e+02        6.937717e+01
     37.2          1.366543e+02        6.938329e+01
     37.3          1.366863e+02        6.938941e+01
     37.4          1.367183e+02        6.939541e+01
     37.5          1.367503e+02        6.940109e+01
     37.6          1.367798e+02        6.940678e+01
     37.7          1.368079e+02        6.941246e+01
     37.8          1.368361e+02        6.941818e+01
     37.9          1.368642e+02        6.942399e+01
     38.0          1.368879e+02        6.942981e+01
     38.1          1.369106e+02        6.943562e+01
     38.2          1.369334e+02        6.944104e+01
     38.3          1.369561e+02        6.944608e+01
     38.4          1.369771e+02        6.945112e+01
     38.5          1.369976e+02        6.945616e+01
     38.6          1.370181e+02        6.946107e+01
     38.7          1.370386e+02        6.946584e+01
     38.8          1.370552e+02        6.947061e+01
     38.9          1.370717e+02        6.947538e+01
     39.0          1.370881e+02        6.947957e+01
     39.1          1.371046e+02        6.948352e+01
     39.2          1.371196e+02        6.948746e+01
     39.3          1.371345e+02        6.949141e+01
     39.4          1.371494e+02        6.949498e+01
     39.5          1.371640e+02        6.949840e+01
     39.6          1.371771e+02        6.950183e+01
     39.7          1.371901e+02        6.950525e+01
     39.8          1.372031e+02        6.950807e+01
     39.9          1.372153e+02        6.951083e+01
     40.0          1.372259e+02        6.951359e+01
     40.1          1.372365e+02        6.951635e+01
     40.2          1.372471e+02        6.951858e+01
     40.3          1.372574e+02        6.952077e+01
     40.4          1.372672e+02        6.952296e+01
     40.5          1.372770e+02        6.952507e+01
     40.6          1.372867e+02        6.952667e+01
     40.7          1.372958e+02        6.952827e+01
     40.8          1.373041e+02        6.952987e+01
     40.9          1.373124e+02        6.953142e+01
     41.0          1.373207e+02        6.953260e+01
     41.1          1.373286e+02        6.953378e+01
     41.2          1.373360e+02        6.953495e+01
     41.3          1.373434e+02        6.953599e+01
     41.4          1.373508e+02        6.953673e+01
     41.5          1.373574e+02        6.953746e+01
     41.6          1.373636e+02        6.953820e+01
     41.7          1.373698e+02        6.953879e+01
     41.8          1.373760e+02        6.953909e+01
     41.9          1.373818e+02        6.953939e+01
     42.0          1.373874e+02        6.953968e+01
     42.1          1.373930e+02        6.953981e+01
     42.2          1.373986e+02        6.953979e+01
     42.3          1.374031e+02        6.953976e+01
     42.4          1.374075e+02        6.953974e+01
     42.5          1.374118e+02        6.953920e+01
     42.6          1.374161e+02        6.953847e+01
     42.7          1.374199e+02        6.953774e+01
     42.8          1.374236e+02        6.953701e+01
     42.9          1.374272e+02        6.953602e+01
     43.0          1.374309e+02        6.953494e+01
     43.1          1.374335e+02        6.953387e+01
     43.2          1.374360e+02        6.953279e+01
     43.3          1.374386e+02        6.953097e+01
     43.4          1.374412e+02        6.952910e+01
     43.5          1.374429e+02        6.952723e+01
     43.6          1.374446e+02        6.952536e+01
     43.7          1.374462e+02        6.952278e+01
     43.8          1.374476e+02        6.952016e+01
     43.9          1.374477e+02        6.951753e+01
     44.0          1.374478e+02        6.951479e+01
     44.1          1.374479e+02        6.951130e+01
     44.2          1.374477e+02        6.950781e+01
     44.3          1.374467e+02        6.950432e+01
     44.4          1.374456e+02        6.950068e+01
     44.5          1.374445e+02        6.949620e+01
     44.6          1.374428e+02        6.949171e+01
     44.7          1.374400e+02        6.948723e+01
     44.8          1.374372e+02        6.948251e+01
     44.9          1.374344e+02        6.947735e+01
     45.0          1.374308e+02        6.947219e+01
     45.1          1.374258e+02        6.946703e+01
     45.2          1.374209e+02        6.946150e+01
     45.3          1.374160e+02        6.945528e+01
     45.4          1.374101e+02        6.944906e+01
     45.5          1.374035e+02        6.944284e+01
     45.6          1.373968e+02        6.943664e+01
     45.7          1.373901e+02        6.943045e+01
     45.8          1.373822e+02        6.942426e+01
     45.9          1.373731e+02        6.941807e+01
     46.0          1.373640e+02        6.941169e+01
     46.1          1.373549e+02        6.940518e+01
     46.2          1.373446e+02        6.939866e+01
     46.3          1.373337e+02        6.939214e+01
     46.4          1.373228e+02        6.938621e+01
     46.5          1.373119e+02        6.938047e+01
     46.6          1.372990e+02        6.937474e+01
     46.7          1.372854e+02        6.936900e+01
     46.8          1.372717e+02        6.936385e+01
     46.9          1.372581e+02        6.935887e+01
     47.0          1.372440e+02        6.935390e+01
     47.1          1.372299e+02        6.934893e+01
     47.2          1.372158e+02        6.934579e+01
     47.3          1.372016e+02        6.934271e+01
     47.4          1.371858e+02        6.933963e+01
     47.5          1.371698e+02        6.933655e+01
     47.6          1.371538e+02        6.933530e+01
     47.7          1.371378e+02        6.933411e+01
     47.8          1.371223e+02        6.933291e+01
     47.9          1.371068e+02        6.933202e+01
     48.0          1.370913e+02        6.933261e+01
     48.1          1.370758e+02        6.933320e+01
     48.2          1.370603e+02        6.933380e+01
     48.3          1.370449e+02        6.933480e+01
     48.4          1.370294e+02        6.933766e+01
     48.5          1.370144e+02        6.934052e+01
     48.6          1.370012e+02        6.934338e+01
     48.7          1.369879e+02        6.934679e+01
     48.8          1.369746e+02        6.935109e+01
     48.9          1.369617e+02        6.935538e+01
     49.0          1.369499e+02        6.935968e+01
     49.1          1.369382e+02        6.936453e+01
     49.2          1.369265e+02        6.937024e+01
     49.3          1.369161e+02        6.937595e+01
     49.4          1.369077e+02        6.938166e+01
     49.5          1.368993e+02        6.938755e+01
     49.6          1.368908e+02        6.939358e+01
     49.7          1.368824e+02        6.939960e+01
     49.8          1.368740e+02        6.940562e+01
     49.9          1.368656e+02        6.941165e+01
     50.0          1.368572e+02        6.941767e+01
