                       g_value (photons/atom/s)
Velocity (km/s)      2796.35 A           2803.53 A
    -26.3          7.429501e-01        2.496331e-01
    -26.2          7.460058e-01        2.510222e-01
    -26.1          7.490615e-01        2.524113e-01
    -26.0          7.521172e-01        2.538005e-01
    -25.9          7.551729e-01        2.551896e-01
    -25.8          7.582286e-01        2.565787e-01
    -25.7          7.612843e-01        2.579678e-01
    -25.6          7.643400e-01        2.593570e-01
    -25.5          7.673957e-01        2.607461e-01
    -25.4          7.704514e-01        2.621353e-01
    -25.3          7.735071e-01        2.635244e-01
    -25.2          7.765628e-01        2.649135e-01
    -25.1          7.796185e-01        2.663027e-01
    -25.0          7.826742e-01        2.676918e-01
    -24.9          7.857299e-01        2.690809e-01
    -24.8          7.887856e-01        2.704701e-01
    -24.7          7.918414e-01        2.718592e-01
    -24.6          7.948970e-01        2.732483e-01
    -24.5          7.979527e-01        2.746374e-01
    -24.4          8.010084e-01        2.760265e-01
    -24.3          8.040641e-01        2.774156e-01
    -24.2          8.071197e-01        2.788047e-01
    -24.1          8.101754e-01        2.801938e-01
    -24.0          8.132311e-01        2.815829e-01
    -23.9          8.162868e-01        2.829720e-01
    -23.8          8.193424e-01        2.843611e-01
    -23.7          8.223981e-01        2.857502e-01
    -23.6          8.254538e-01        2.871393e-01
    -23.5          8.285094e-01        2.885284e-01
    -23.4          8.315651e-01        2.899175e-01
    -23.3          8.346207e-01        2.913066e-01
    -23.2          8.376764e-01        2.926957e-01
    -23.1          8.407321e-01        2.940848e-01
    -23.0          8.437877e-01        2.954739e-01
    -22.9          8.468434e-01        2.968630e-01
    -22.8          8.498990e-01        2.982521e-01
    -22.7          8.529547e-01        2.996412e-01
    -22.6          8.560103e-01        3.010303e-01
    -22.5          8.590660e-01        3.024195e-01
    -22.4          8.621216e-01        3.038085e-01
    -22.3          8.651772e-01        3.051976e-01
    -22.2          8.682327e-01        3.065867e-01
    -22.1          8.712883e-01        3.079758e-01
    -22.0          8.743439e-01        3.093648e-01
    -21.9          8.773995e-01        3.107539e-01
    -21.8          8.804551e-01        3.121430e-01
    -21.7          8.835107e-01        3.135320e-01
    -21.6          8.865663e-01        3.149211e-01
    -21.5          8.896218e-01        3.163102e-01
    -21.4          8.926774e-01        3.176992e-01
    -21.3          8.957330e-01        3.186494e-01
    -21.2          8.987885e-01        3.195038e-01
    -21.1          9.018441e-01        3.203582e-01
    -21.0          9.048996e-01        3.212126e-01
    -20.9          9.079552e-01        3.220670e-01
    -20.8          9.110107e-01        3.229214e-01
    -20.7          9.140663e-01        3.237758e-01
    -20.6          9.171218e-01        3.246303e-01
    -20.5          9.201774e-01        3.254847e-01
    -20.4          9.232329e-01        3.263391e-01
    -20.3          9.262885e-01        3.271514e-01
    -20.2          9.293441e-01        3.276457e-01
    -20.1          9.323997e-01        3.281399e-01
    -20.0          9.354553e-01        3.286342e-01
    -19.9          9.385110e-01        3.291285e-01
    -19.8          9.415666e-01        3.296227e-01
    -19.7          9.446222e-01        3.301170e-01
    -19.6          9.476778e-01        3.306112e-01
    -19.5          9.507334e-01        3.311055e-01
    -19.4          9.537890e-01        3.315998e-01
    -19.3          9.568446e-01        3.320940e-01
    -19.2          9.585188e-01        3.325883e-01
    -19.1          9.600512e-01        3.330825e-01
    -19.0          9.615835e-01        3.335767e-01
    -18.9          9.631158e-01        3.340710e-01
    -18.8          9.646481e-01        3.345652e-01
    -18.7          9.661804e-01        3.350594e-01
    -18.6          9.677127e-01        3.355536e-01
    -18.5          9.692450e-01        3.360479e-01
    -18.4          9.707773e-01        3.365421e-01
    -18.3          9.723096e-01        3.370363e-01
    -18.2          9.734758e-01        3.375306e-01
    -18.1          9.729190e-01        3.380248e-01
    -18.0          9.723623e-01        3.385190e-01
    -17.9          9.718056e-01        3.390133e-01
    -17.8          9.712489e-01        3.395075e-01
    -17.7          9.706922e-01        3.400018e-01
    -17.6          9.701355e-01        3.404960e-01
    -17.5          9.695787e-01        3.409902e-01
    -17.4          9.690220e-01        3.414845e-01
    -17.3          9.684653e-01        3.419787e-01
    -17.2          9.679086e-01        3.424730e-01
    -17.1          9.673519e-01        3.429672e-01
    -17.0          9.667952e-01        3.434615e-01
    -16.9          9.662385e-01        3.439557e-01
    -16.8          9.656818e-01        3.444500e-01
    -16.7          9.651251e-01        3.449442e-01
    -16.6          9.645684e-01        3.454385e-01
    -16.5          9.640117e-01        3.459327e-01
    -16.4          9.634550e-01        3.464270e-01
    -16.3          9.628983e-01        3.469212e-01
    -16.2          9.623416e-01        3.474155e-01
    -16.1          9.617849e-01        3.479097e-01
    -16.0          9.612282e-01        3.484040e-01
    -15.9          9.606715e-01        3.488982e-01
    -15.8          9.601148e-01        3.493924e-01
    -15.7          9.595581e-01        3.498866e-01
    -15.6          9.590014e-01        3.503809e-01
    -15.5          9.584447e-01        3.508751e-01
    -15.4          9.578880e-01        3.513693e-01
    -15.3          9.573313e-01        3.518635e-01
    -15.2          9.567746e-01        3.523578e-01
    -15.1          9.562179e-01        3.528520e-01
    -15.0          9.556612e-01        3.533462e-01
    -14.9          9.551046e-01        3.538404e-01
    -14.8          9.545479e-01        3.543347e-01
    -14.7          9.539912e-01        3.548289e-01
    -14.6          9.534345e-01        3.553231e-01
    -14.5          9.528779e-01        3.558174e-01
    -14.4          9.523212e-01        3.563116e-01
    -14.3          9.517645e-01        3.568058e-01
    -14.2          9.512078e-01        3.573000e-01
    -14.1          9.506511e-01        3.577943e-01
    -14.0          9.500945e-01        3.582885e-01
    -13.9          9.495378e-01        3.587827e-01
    -13.8          9.489811e-01        3.592769e-01
    -13.7          9.484245e-01        3.597711e-01
    -13.6          9.478678e-01        3.602653e-01
    -13.5          9.473112e-01        3.607595e-01
    -13.4          9.467545e-01        3.612537e-01
    -13.3          9.461978e-01        3.617479e-01
    -13.2          9.456412e-01        3.622421e-01
    -13.1          9.450845e-01        3.627364e-01
    -13.0          9.445279e-01        3.632306e-01
    -12.9          9.439712e-01        3.637248e-01
    -12.8          9.434145e-01        3.642190e-01
    -12.7          9.428578e-01        3.647132e-01
    -12.6          9.423011e-01        3.652074e-01
    -12.5          9.417444e-01        3.657016e-01
    -12.4          9.411877e-01        3.661958e-01
    -12.3          9.406310e-01        3.666900e-01
    -12.2          9.400743e-01        3.671842e-01
    -12.1          9.395176e-01        3.676784e-01
    -12.0          9.389609e-01        3.681727e-01
    -11.9          9.384042e-01        3.686669e-01
    -11.8          9.378475e-01        3.691611e-01
    -11.7          9.372908e-01        3.696553e-01
    -11.6          9.367341e-01        3.701495e-01
    -11.5          9.361775e-01        3.706437e-01
    -11.4          9.356208e-01        3.711380e-01
    -11.3          9.350642e-01        3.716322e-01
    -11.2          9.345075e-01        3.721264e-01
    -11.1          9.339509e-01        3.726206e-01
    -11.0          9.333942e-01        3.731148e-01
    -10.9          9.328376e-01        3.736091e-01
    -10.8          9.322809e-01        3.741033e-01
    -10.7          9.317243e-01        3.745975e-01
    -10.6          9.311676e-01        3.747392e-01
    -10.5          9.306109e-01        3.747814e-01
    -10.4          9.300543e-01        3.748236e-01
    -10.3          9.294976e-01        3.748658e-01
    -10.2          9.289409e-01        3.749080e-01
    -10.1          9.283842e-01        3.749502e-01
    -10.0          9.278276e-01        3.749924e-01
     -9.9          9.272709e-01        3.750347e-01
     -9.8          9.267142e-01        3.750769e-01
     -9.7          9.261575e-01        3.751191e-01
     -9.6          9.256009e-01        3.750571e-01
     -9.5          9.250442e-01        3.747899e-01
     -9.4          9.244876e-01        3.745228e-01
     -9.3          9.239309e-01        3.742557e-01
     -9.2          9.233742e-01        3.739886e-01
     -9.1          9.228176e-01        3.737214e-01
     -9.0          9.222609e-01        3.734543e-01
     -8.9          9.217043e-01        3.731872e-01
     -8.8          9.211476e-01        3.729200e-01
     -8.7          9.205910e-01        3.726529e-01
     -8.6          9.200343e-01        3.723858e-01
     -8.5          9.194382e-01        3.721187e-01
     -8.4          9.188149e-01        3.718515e-01
     -8.3          9.181916e-01        3.715844e-01
     -8.2          9.175682e-01        3.713173e-01
     -8.1          9.169449e-01        3.710502e-01
     -8.0          9.163215e-01        3.707831e-01
     -7.9          9.156982e-01        3.705160e-01
     -7.8          9.150749e-01        3.702488e-01
     -7.7          9.144515e-01        3.699817e-01
     -7.6          9.138282e-01        3.697146e-01
     -7.5          9.132048e-01        3.694475e-01
     -7.4          9.125021e-01        3.691804e-01
     -7.3          9.117863e-01        3.689133e-01
     -7.2          9.110705e-01        3.686462e-01
     -7.1          9.103548e-01        3.683791e-01
     -7.0          9.096390e-01        3.681120e-01
     -6.9          9.089232e-01        3.678449e-01
     -6.8          9.082075e-01        3.675778e-01
     -6.7          9.074917e-01        3.673107e-01
     -6.6          9.067759e-01        3.670437e-01
     -6.5          9.060602e-01        3.667766e-01
     -6.4          9.053444e-01        3.665095e-01
     -6.3          9.046287e-01        3.662423e-01
     -6.2          9.039130e-01        3.659752e-01
     -6.1          9.031973e-01        3.657081e-01
     -6.0          9.024816e-01        3.654410e-01
     -5.9          9.017659e-01        3.651739e-01
     -5.8          9.010502e-01        3.649068e-01
     -5.7          9.003345e-01        3.646397e-01
     -5.6          8.996189e-01        3.643726e-01
     -5.5          8.989032e-01        3.641054e-01
     -5.4          8.981875e-01        3.638383e-01
     -5.3          8.974718e-01        3.635712e-01
     -5.2          8.967560e-01        3.633041e-01
     -5.1          8.960403e-01        3.630370e-01
     -5.0          8.953245e-01        3.627699e-01
     -4.9          8.946088e-01        3.625028e-01
     -4.8          8.938931e-01        3.622357e-01
     -4.7          8.931773e-01        3.619686e-01
     -4.6          8.924616e-01        3.617015e-01
     -4.5          8.917458e-01        3.614344e-01
     -4.4          8.910301e-01        3.611673e-01
     -4.3          8.903144e-01        3.609002e-01
     -4.2          8.895986e-01        3.606331e-01
     -4.1          8.888829e-01        3.603660e-01
     -4.0          8.881672e-01        3.600988e-01
     -3.9          8.874515e-01        3.598317e-01
     -3.8          8.867358e-01        3.595646e-01
     -3.7          8.860201e-01        3.592975e-01
     -3.6          8.853044e-01        3.590303e-01
     -3.5          8.845887e-01        3.587632e-01
     -3.4          8.838730e-01        3.584961e-01
     -3.3          8.831572e-01        3.582290e-01
     -3.2          8.824415e-01        3.579618e-01
     -3.1          8.817091e-01        3.576947e-01
     -3.0          8.809756e-01        3.574277e-01
     -2.9          8.802420e-01        3.571606e-01
     -2.8          8.795084e-01        3.568935e-01
     -2.7          8.787748e-01        3.566264e-01
     -2.6          8.780412e-01        3.563593e-01
     -2.5          8.773076e-01        3.560922e-01
     -2.4          8.765740e-01        3.558251e-01
     -2.3          8.758405e-01        3.555580e-01
     -2.2          8.751069e-01        3.552909e-01
     -2.1          8.743816e-01        3.550238e-01
     -2.0          8.736659e-01        3.547567e-01
     -1.9          8.729503e-01        3.544896e-01
     -1.8          8.722346e-01        3.542225e-01
     -1.7          8.715189e-01        3.539555e-01
     -1.6          8.708033e-01        3.536884e-01
     -1.5          8.700876e-01        3.534213e-01
     -1.4          8.693719e-01        3.531542e-01
     -1.3          8.686563e-01        3.528871e-01
     -1.2          8.679406e-01        3.526201e-01
     -1.1          8.672249e-01        3.523530e-01
     -1.0          8.665092e-01        3.520859e-01
     -0.9          8.657935e-01        3.518188e-01
     -0.8          8.650778e-01        3.515516e-01
     -0.7          8.643621e-01        3.512845e-01
     -0.6          8.636464e-01        3.510174e-01
     -0.5          8.629306e-01        3.507503e-01
     -0.4          8.622149e-01        3.504832e-01
     -0.3          8.614992e-01        3.502161e-01
     -0.2          8.607835e-01        3.499490e-01
     -0.1          8.600678e-01        3.496819e-01
      0.0          8.593521e-01        3.494148e-01
      0.1          8.586364e-01        3.495483e-01
      0.2          8.579207e-01        3.496819e-01
      0.3          8.572051e-01        3.498154e-01
      0.4          8.564894e-01        3.499490e-01
      0.5          8.557737e-01        3.500825e-01
      0.6          8.550581e-01        3.502160e-01
      0.7          8.543424e-01        3.503496e-01
      0.8          8.536267e-01        3.504831e-01
      0.9          8.529111e-01        3.506167e-01
      1.0          8.521954e-01        3.507502e-01
      1.1          8.514797e-01        3.509653e-01
      1.2          8.507640e-01        3.513743e-01
      1.3          8.500484e-01        3.517833e-01
      1.4          8.493327e-01        3.521923e-01
      1.5          8.486170e-01        3.526013e-01
      1.6          8.479014e-01        3.530103e-01
      1.7          8.471857e-01        3.534193e-01
      1.8          8.464700e-01        3.538283e-01
      1.9          8.457543e-01        3.542373e-01
      2.0          8.450387e-01        3.546463e-01
      2.1          8.443230e-01        3.550554e-01
      2.2          8.443037e-01        3.554644e-01
      2.3          8.448854e-01        3.558734e-01
      2.4          8.454670e-01        3.562823e-01
      2.5          8.460486e-01        3.566913e-01
      2.6          8.466303e-01        3.571003e-01
      2.7          8.472119e-01        3.575093e-01
      2.8          8.477935e-01        3.579183e-01
      2.9          8.483751e-01        3.583273e-01
      3.0          8.489568e-01        3.587363e-01
      3.1          8.495384e-01        3.591453e-01
      3.2          8.501200e-01        3.595543e-01
      3.3          8.521633e-01        3.599633e-01
      3.4          8.545602e-01        3.603723e-01
      3.5          8.569570e-01        3.607813e-01
      3.6          8.593539e-01        3.611903e-01
      3.7          8.617508e-01        3.615994e-01
      3.8          8.641476e-01        3.620084e-01
      3.9          8.665445e-01        3.624174e-01
      4.0          8.689413e-01        3.628264e-01
      4.1          8.713382e-01        3.632354e-01
      4.2          8.737350e-01        3.636444e-01
      4.3          8.761319e-01        3.640534e-01
      4.4          8.785286e-01        3.644624e-01
      4.5          8.809254e-01        3.648714e-01
      4.6          8.833222e-01        3.652803e-01
      4.7          8.857190e-01        3.656893e-01
      4.8          8.881157e-01        3.660983e-01
      4.9          8.905125e-01        3.665073e-01
      5.0          8.929093e-01        3.669162e-01
      5.1          8.953060e-01        3.673252e-01
      5.2          8.977028e-01        3.677342e-01
      5.3          9.000996e-01        3.681432e-01
      5.4          9.024964e-01        3.685521e-01
      5.5          9.048932e-01        3.689611e-01
      5.6          9.072900e-01        3.693701e-01
      5.7          9.096868e-01        3.697791e-01
      5.8          9.120836e-01        3.701880e-01
      5.9          9.144804e-01        3.705970e-01
      6.0          9.168772e-01        3.710060e-01
      6.1          9.192740e-01        3.714150e-01
      6.2          9.216708e-01        3.718239e-01
      6.3          9.240676e-01        3.722329e-01
      6.4          9.264644e-01        3.726419e-01
      6.5          9.288612e-01        3.730509e-01
      6.6          9.312580e-01        3.734598e-01
      6.7          9.336547e-01        3.738688e-01
      6.8          9.360515e-01        3.742778e-01
      6.9          9.384483e-01        3.746868e-01
      7.0          9.408450e-01        3.750958e-01
      7.1          9.432418e-01        3.755047e-01
      7.2          9.456386e-01        3.759137e-01
      7.3          9.480353e-01        3.763227e-01
      7.4          9.504321e-01        3.767317e-01
      7.5          9.528289e-01        3.771407e-01
      7.6          9.552256e-01        3.775497e-01
      7.7          9.576223e-01        3.779586e-01
      7.8          9.600190e-01        3.783676e-01
      7.9          9.624158e-01        3.787766e-01
      8.0          9.648125e-01        3.791856e-01
      8.1          9.672092e-01        3.795945e-01
      8.2          9.696059e-01        3.800035e-01
      8.3          9.720027e-01        3.804125e-01
      8.4          9.743994e-01        3.808215e-01
      8.5          9.767961e-01        3.812305e-01
      8.6          9.791928e-01        3.816394e-01
      8.7          9.815896e-01        3.820484e-01
      8.8          9.839863e-01        3.824574e-01
      8.9          9.863830e-01        3.828663e-01
      9.0          9.887798e-01        3.832753e-01
      9.1          9.911765e-01        3.836843e-01
      9.2          9.935733e-01        3.840932e-01
      9.3          9.959700e-01        3.845022e-01
      9.4          9.983667e-01        3.849112e-01
      9.5          1.000763e+00        3.853201e-01
      9.6          1.003160e+00        3.857291e-01
      9.7          1.005557e+00        3.861381e-01
      9.8          1.007954e+00        3.865470e-01
      9.9          1.010350e+00        3.869560e-01
     10.0          1.012747e+00        3.873650e-01
     10.1          1.015144e+00        3.877739e-01
     10.2          1.017540e+00        3.881829e-01
     10.3          1.019937e+00        3.885918e-01
     10.4          1.022334e+00        3.890008e-01
     10.5          1.024731e+00        3.894098e-01
     10.6          1.027127e+00        3.898187e-01
     10.7          1.029524e+00        3.902277e-01
     10.8          1.031921e+00        3.905699e-01
     10.9          1.034317e+00        3.909093e-01
     11.0          1.036714e+00        3.912488e-01
     11.1          1.039111e+00        3.915882e-01
     11.2          1.041507e+00        3.919276e-01
     11.3          1.043904e+00        3.922670e-01
     11.4          1.046301e+00        3.926064e-01
     11.5          1.048697e+00        3.929458e-01
     11.6          1.051094e+00        3.932852e-01
     11.7          1.053491e+00        3.936246e-01
     11.8          1.055887e+00        3.939517e-01
     11.9          1.058284e+00        3.942428e-01
     12.0          1.060681e+00        3.945339e-01
     12.1          1.063077e+00        3.948250e-01
     12.2          1.065474e+00        3.951161e-01
     12.3          1.067871e+00        3.954072e-01
     12.4          1.070267e+00        3.956982e-01
     12.5          1.072664e+00        3.959893e-01
     12.6          1.075061e+00        3.962804e-01
     12.7          1.077457e+00        3.965715e-01
     12.8          1.079854e+00        3.968626e-01
     12.9          1.082000e+00        3.971537e-01
     13.0          1.083262e+00        3.974448e-01
     13.1          1.084525e+00        3.977358e-01
     13.2          1.085787e+00        3.980269e-01
     13.3          1.087049e+00        3.983180e-01
     13.4          1.088312e+00        3.986091e-01
     13.5          1.089574e+00        3.989002e-01
     13.6          1.090836e+00        3.991913e-01
     13.7          1.092099e+00        3.994823e-01
     13.8          1.093361e+00        3.997734e-01
