Wavelength (Angstroms)     Irradiance (Watts/m2/Angstrom)
      2851.0000                     1.050643e-02
      2851.0100                     1.051235e-02
      2851.0200                     1.051827e-02
      2851.0300                     1.052419e-02
      2851.0400                     1.050371e-02
      2851.0500                     1.040144e-02
      2851.0600                     1.029918e-02
      2851.0700                     1.019691e-02
      2851.0800                     1.009464e-02
      2851.0900                     9.992373e-03
      2851.1000                     9.890107e-03
      2851.1100                     9.787841e-03
      2851.1200                     9.685576e-03
      2851.1300                     9.583311e-03
      2851.1400                     9.493173e-03
      2851.1500                     9.441121e-03
      2851.1600                     9.389069e-03
      2851.1700                     9.337017e-03
      2851.1800                     9.284966e-03
      2851.1900                     9.232915e-03
      2851.2000                     9.180863e-03
      2851.2100                     9.128813e-03
      2851.2200                     9.076762e-03
      2851.2300                     9.024712e-03
      2851.2400                     8.979949e-03
      2851.2500                     8.958383e-03
      2851.2600                     8.936816e-03
      2851.2700                     8.915250e-03
      2851.2800                     8.893684e-03
      2851.2900                     8.872118e-03
      2851.3000                     8.850552e-03
      2851.3100                     8.828986e-03
      2851.3200                     8.807420e-03
      2851.3300                     8.785855e-03
      2851.3400                     8.780832e-03
      2851.3500                     8.829188e-03
      2851.3600                     8.877544e-03
      2851.3700                     8.925900e-03
      2851.3800                     8.974255e-03
      2851.3900                     9.022611e-03
      2851.4000                     9.070966e-03
      2851.4100                     9.119320e-03
      2851.4200                     9.167675e-03
      2851.4300                     9.216029e-03
      2851.4400                     9.230384e-03
      2851.4500                     9.133524e-03
      2851.4600                     9.036665e-03
      2851.4700                     8.939806e-03
      2851.4800                     8.842947e-03
      2851.4900                     8.746089e-03
      2851.5000                     8.649232e-03
      2851.5100                     8.552374e-03
      2851.5200                     8.455518e-03
      2851.5300                     8.358661e-03
      2851.5400                     8.266791e-03
      2851.5500                     8.191454e-03
      2851.5600                     8.116117e-03
      2851.5700                     8.040780e-03
      2851.5800                     7.965444e-03
      2851.5900                     7.890108e-03
      2851.6000                     7.814772e-03
      2851.6100                     7.739437e-03
      2851.6200                     7.664102e-03
      2851.6300                     7.588768e-03
      2851.6400                     7.530281e-03
      2851.6500                     7.528445e-03
      2851.6600                     7.526610e-03
      2851.6700                     7.524774e-03
      2851.6800                     7.522939e-03
      2851.6900                     7.521103e-03
      2851.7000                     7.519268e-03
      2851.7100                     7.517432e-03
      2851.7200                     7.515597e-03
      2851.7300                     7.513761e-03
      2851.7400                     7.515313e-03
      2851.7500                     7.528415e-03
      2851.7600                     7.541516e-03
      2851.7700                     7.554617e-03
      2851.7800                     7.567719e-03
      2851.7900                     7.580820e-03
      2851.8000                     7.593921e-03
      2851.8100                     7.607022e-03
      2851.8200                     7.620123e-03
      2851.8300                     7.633224e-03
      2851.8400                     7.611750e-03
      2851.8500                     7.470711e-03
      2851.8600                     7.329673e-03
      2851.8700                     7.188635e-03
      2851.8800                     7.047598e-03
      2851.8900                     6.906562e-03
      2851.9000                     6.765526e-03
      2851.9100                     6.624491e-03
      2851.9200                     6.483457e-03
      2851.9300                     6.342423e-03
      2851.9400                     6.239033e-03
      2851.9500                     6.267673e-03
      2851.9600                     6.296312e-03
      2851.9700                     6.324952e-03
      2851.9800                     6.353591e-03
      2851.9900                     6.382230e-03
      2852.0000                     6.410869e-03
      2852.0100                     6.439508e-03
      2852.0200                     6.468146e-03
      2852.0300                     6.496784e-03
