velocity,2796.35,2803.53
-50.0,0.1793053,0.09712987
-49.9,0.180612,0.09723639
-49.8,0.1819187,0.09734291
-49.7,0.1832254,0.09744943
-49.6,0.1845321,0.09755595
-49.5,0.1858387,0.09766247
-49.4,0.1871454,0.09776899
-49.3,0.1884521,0.09787551
-49.2,0.1897588,0.09798203
-49.1,0.1910654,0.09808854
-49.0,0.1923721,0.09819506
-48.9,0.1936788,0.09830158
-48.8,0.1949855,0.0984081
-48.7,0.1962921,0.09851462
-48.6,0.1975988,0.09862113
-48.5,0.1989055,0.09872765
-48.4,0.2002122,0.09883417
-48.3,0.2015188,0.09894069
-48.2,0.2028255,0.09904721
-48.1,0.2041322,0.09915372
-48.0,0.2054388,0.09926024
-47.9,0.2067455,0.09936675
-47.8,0.2080522,0.09947327
-47.7,0.2093588,0.09957978
-47.6,0.2106655,0.0996863
-47.5,0.2119721,0.09979282
-47.4,0.2132788,0.09989933
-47.3,0.2145855,0.1000058
-47.2,0.2158921,0.1001124
-47.1,0.2171988,0.1002189
-47.0,0.2185054,0.1003254
-46.9,0.2198121,0.1004319
-46.8,0.2211187,0.1005384
-46.7,0.2224253,0.1006449
-46.6,0.223732,0.1007515
-46.5,0.2250386,0.100858
-46.4,0.2263453,0.1009645
-46.3,0.2276519,0.101071
-46.2,0.2289586,0.1011775
-46.1,0.2302652,0.101284
-46.0,0.2315718,0.1013905
-45.9,0.2328785,0.1014971
-45.8,0.2341851,0.1016036
-45.7,0.2354917,0.1017101
-45.6,0.2367984,0.1018166
-45.5,0.238105,0.1019231
-45.4,0.2394117,0.1020296
-45.3,0.2407183,0.1021361
-45.2,0.2420249,0.1022427
-45.1,0.2433316,0.1023492
-45.0,0.2446382,0.1024557
-44.9,0.2459448,0.1025622
-44.8,0.2472514,0.1026687
-44.7,0.2485581,0.1027752
-44.6,0.2498647,0.1028817
-44.5,0.2511713,0.1029883
-44.4,0.252478,0.1030948
-44.3,0.2537846,0.1032013
-44.2,0.2550912,0.1033078
-44.1,0.2563978,0.1034143
-44.0,0.2577045,0.1035208
-43.9,0.2590111,0.1036273
-43.8,0.2603177,0.1037339
-43.7,0.2616243,0.1038404
-43.6,0.2629309,0.1039469
-43.5,0.2642375,0.1040534
-43.4,0.2655441,0.1041599
-43.3,0.2668508,0.1042664
-43.2,0.2681574,0.1043729
-43.1,0.269464,0.1044794
-43.0,0.2707706,0.104586
-42.9,0.2720772,0.1046925
-42.8,0.2733838,0.104799
-42.7,0.2746904,0.1051168
-42.6,0.275997,0.1055525
-42.5,0.2773036,0.1059882
-42.4,0.2786102,0.1064239
-42.3,0.2799168,0.1068596
-42.2,0.2812234,0.1072953
-42.1,0.28253,0.107731
-42.0,0.2838366,0.1081667
-41.9,0.2851432,0.1086024
-41.8,0.2864498,0.1090381
-41.7,0.2877564,0.1094738
-41.6,0.289063,0.1101133
-41.5,0.2903696,0.1107663
-41.4,0.2916762,0.1114193
-41.3,0.2929828,0.1120723
-41.2,0.2942893,0.1127253
-41.1,0.2955959,0.1133783
-41.0,0.2969025,0.1140312
-40.9,0.2982091,0.1146842
-40.8,0.2995157,0.1153372
-40.7,0.3010416,0.1159902
-40.6,0.3031404,0.1166432
-40.5,0.3052392,0.1172962
-40.4,0.307338,0.1179492
-40.3,0.3094368,0.1186022
-40.2,0.3115355,0.1192552
-40.1,0.3136343,0.1199081
-40.0,0.3157331,0.1205611
-39.9,0.3178319,0.1212141
-39.8,0.3199307,0.1218671
-39.7,0.3220295,0.1225201
-39.6,0.324709,0.1231731
-39.5,0.3278727,0.1238261
-39.4,0.3310365,0.124479
-39.3,0.3342002,0.125132
-39.2,0.3373639,0.125785
-39.1,0.3405277,0.126438
-39.0,0.3436914,0.1270909
-38.9,0.3468552,0.1277439
-38.8,0.3500189,0.1283969
-38.7,0.3531827,0.1290499
-38.6,0.3563464,0.1297028
-38.5,0.3595101,0.1303558
-38.4,0.3626738,0.1310088
-38.3,0.3658375,0.1316618
-38.2,0.3690013,0.1323147
-38.1,0.372165,0.1329677
-38.0,0.3753287,0.1336207
-37.9,0.3784924,0.1342736
-37.8,0.3816561,0.1349266
-37.7,0.3848198,0.1355796
-37.6,0.3879835,0.1362325
-37.5,0.3911472,0.1368855
-37.4,0.3943109,0.1375405
-37.3,0.3974746,0.1382098
-37.2,0.4006383,0.1388791
-37.1,0.403802,0.1395483
-37.0,0.4069657,0.1402176
-36.9,0.4101294,0.1408869
-36.8,0.4132931,0.1415562
-36.7,0.4164567,0.1422255
-36.6,0.4196204,0.1428948
-36.5,0.4227841,0.1435641
-36.4,0.4259478,0.1442334
-36.3,0.4291114,0.1448916
-36.2,0.4322751,0.1455446
-36.1,0.4354387,0.1461975
-36.0,0.4386024,0.1468504
-35.9,0.441766,0.1475034
-35.8,0.4449297,0.1481563
-35.7,0.4480933,0.1488093
-35.6,0.451257,0.1494622
-35.5,0.4544206,0.1501152
-35.4,0.4575843,0.1507681
-35.3,0.4607479,0.1514211
-35.2,0.4639115,0.152074
-35.1,0.4670752,0.152727
-35.0,0.4702388,0.1533799
-34.9,0.4734024,0.1540329
-34.8,0.476566,0.1546858
-34.7,0.4797297,0.1553388
-34.6,0.4828933,0.1559917
-34.5,0.4860569,0.1566447
-34.4,0.4892205,0.1572976
-34.3,0.4923842,0.1579506
-34.2,0.4955478,0.1586035
-34.1,0.4987114,0.1592564
-34.0,0.501875,0.1599094
-33.9,0.5050386,0.1605623
-33.8,0.5082023,0.1612153
-33.7,0.5113659,0.1618682
-33.6,0.5145295,0.1625211
-33.5,0.5176931,0.1631741
-33.4,0.5208567,0.163827
-33.3,0.5240204,0.1644799
-33.2,0.527184,0.1651329
-33.1,0.5303475,0.1657858
-33.0,0.5335111,0.1664388
-32.9,0.5366746,0.1670917
-32.8,0.5398382,0.1677446
-32.7,0.5430018,0.1683976
-32.6,0.5461653,0.1690505
-32.5,0.5493289,0.1697034
-32.4,0.5524925,0.1703564
-32.3,0.555656,0.1710093
-32.2,0.5588196,0.1716622
-32.1,0.5619831,0.1723152
-32.0,0.5651467,0.1733489
-31.9,0.5683103,0.1744435
-31.8,0.5714738,0.1755382
-31.7,0.5746374,0.1766328
-31.6,0.5778009,0.1777275
-31.5,0.5809645,0.1788221
-31.4,0.584128,0.1799168
-31.3,0.5872916,0.1810114
-31.2,0.5904552,0.182106
-31.1,0.5936187,0.1832007
-31.0,0.5967822,0.1843419
-30.9,0.5999458,0.1857311
-30.8,0.6031093,0.1871203
-30.7,0.6062728,0.1885095
-30.6,0.6094363,0.1898987
-30.5,0.6125999,0.1912879
-30.4,0.6157634,0.1926771
-30.3,0.6189269,0.1940663
-30.2,0.6220904,0.1954555
-30.1,0.625254,0.1968447
-30.0,0.6284175,0.1982339
-29.9,0.631612,0.1996231
-29.8,0.6348078,0.2010123
-29.7,0.6380035,0.2024015
-29.6,0.6411993,0.2037907
-29.5,0.6443951,0.2051799
-29.4,0.6475909,0.206569
-29.3,0.6507866,0.2079582
-29.2,0.6539824,0.2093474
-29.1,0.6571782,0.2107366
-29.0,0.660374,0.2121258
-28.9,0.663501,0.213515
-28.8,0.6665567,0.2149042
-28.7,0.6696125,0.2162933
-28.6,0.6726682,0.2176825
-28.5,0.675724,0.2190717
-28.4,0.6787798,0.2204608
-28.3,0.6818355,0.22185
-28.2,0.6848913,0.2232392
-28.1,0.687947,0.2246283
-28.0,0.6910028,0.2260175
-27.9,0.6940585,0.2274067
-27.8,0.6971143,0.2287958
-27.7,0.70017,0.230185
-27.6,0.7032257,0.2315741
-27.5,0.7062815,0.2329633
-27.4,0.7093372,0.2343525
-27.3,0.7123929,0.2357416
-27.2,0.7154487,0.2371308
-27.1,0.7185044,0.2385199
-27.0,0.7215601,0.2399091
-26.9,0.7246158,0.2412982
-26.8,0.7276716,0.2426874
-26.7,0.7307273,0.2440765
-26.6,0.733783,0.2454657
-26.5,0.7368387,0.2468548
-26.4,0.7398944,0.2482439
-26.3,0.7429501,0.2496331
-26.2,0.7460058,0.2510222
-26.1,0.7490615,0.2524113
-26.0,0.7521172,0.2538005
-25.9,0.7551729,0.2551896
-25.8,0.7582286,0.2565787
-25.7,0.7612843,0.2579678
-25.6,0.76434,0.259357
-25.5,0.7673957,0.2607461
-25.4,0.7704514,0.2621353
-25.3,0.7735071,0.2635244
-25.2,0.7765628,0.2649135
-25.1,0.7796185,0.2663027
-25.0,0.7826742,0.2676918
-24.9,0.7857299,0.2690809
-24.8,0.7887856,0.2704701
-24.7,0.7918414,0.2718592
-24.6,0.794897,0.2732483
-24.5,0.7979527,0.2746374
-24.4,0.8010084,0.2760265
-24.3,0.8040641,0.2774156
-24.2,0.8071197,0.2788047
-24.1,0.8101754,0.2801938
-24.0,0.8132311,0.2815829
-23.9,0.8162868,0.282972
-23.8,0.8193424,0.2843611
-23.7,0.8223981,0.2857502
-23.6,0.8254538,0.2871393
-23.5,0.8285094,0.2885284
-23.4,0.8315651,0.2899175
-23.3,0.8346207,0.2913066
-23.2,0.8376764,0.2926957
-23.1,0.8407321,0.2940848
-23.0,0.8437877,0.2954739
-22.9,0.8468434,0.296863
-22.8,0.849899,0.2982521
-22.7,0.8529547,0.2996412
-22.6,0.8560103,0.3010303
-22.5,0.859066,0.3024195
-22.4,0.8621216,0.3038085
-22.3,0.8651772,0.3051976
-22.2,0.8682327,0.3065867
-22.1,0.8712883,0.3079758
-22.0,0.8743439,0.3093648
-21.9,0.8773995,0.3107539
-21.8,0.8804551,0.312143
-21.7,0.8835107,0.313532
-21.6,0.8865663,0.3149211
-21.5,0.8896218,0.3163102
-21.4,0.8926774,0.3176992
-21.3,0.895733,0.3186494
-21.2,0.8987885,0.3195038
-21.1,0.9018441,0.3203582
-21.0,0.9048996,0.3212126
-20.9,0.9079552,0.322067
-20.8,0.9110107,0.3229214
-20.7,0.9140663,0.3237758
-20.6,0.9171218,0.3246303
-20.5,0.9201774,0.3254847
-20.4,0.9232329,0.3263391
-20.3,0.9262885,0.3271514
-20.2,0.9293441,0.3276457
-20.1,0.9323997,0.3281399
-20.0,0.9354553,0.3286342
