                                 g_value (photons/atom/s)
Velocity (km/s)      1807.31 A           1820.34 A           1826.25 A
     -4.3          3.972773e-04        3.492595e-04        3.858442e-04
     -4.2          3.971669e-04        3.492875e-04        3.858652e-04
     -4.1          3.970565e-04        3.493156e-04        3.858862e-04
     -4.0          3.969461e-04        3.493436e-04        3.859071e-04
     -3.9          3.968357e-04        3.493716e-04        3.859281e-04
     -3.8          3.967253e-04        3.493996e-04        3.859491e-04
     -3.7          3.966148e-04        3.494276e-04        3.859700e-04
     -3.6          3.965044e-04        3.494556e-04        3.859910e-04
     -3.5          3.963940e-04        3.494836e-04        3.860120e-04
     -3.4          3.962836e-04        3.495116e-04        3.860329e-04
     -3.3          3.961732e-04        3.495396e-04        3.860539e-04
     -3.2          3.960628e-04        3.495676e-04        3.860748e-04
     -3.1          3.959524e-04        3.495956e-04        3.860958e-04
     -3.0          3.958419e-04        3.496236e-04        3.861167e-04
     -2.9          3.957315e-04        3.496516e-04        3.861377e-04
     -2.8          3.956211e-04        3.496796e-04        3.861586e-04
     -2.7          3.955107e-04        3.497076e-04        3.861795e-04
     -2.6          3.954003e-04        3.497356e-04        3.862005e-04
     -2.5          3.952898e-04        3.497636e-04        3.862214e-04
     -2.4          3.951794e-04        3.497916e-04        3.862424e-04
     -2.3          3.950690e-04        3.498196e-04        3.862633e-04
     -2.2          3.949586e-04        3.498476e-04        3.862843e-04
     -2.1          3.948482e-04        3.498756e-04        3.863052e-04
     -2.0          3.947377e-04        3.499036e-04        3.863261e-04
     -1.9          3.946273e-04        3.499316e-04        3.863471e-04
     -1.8          3.945169e-04        3.499596e-04        3.863680e-04
     -1.7          3.944065e-04        3.499876e-04        3.863890e-04
     -1.6          3.942954e-04        3.500156e-04        3.864099e-04
     -1.5          3.941836e-04        3.500436e-04        3.864309e-04
     -1.4          3.940718e-04        3.500716e-04        3.864518e-04
     -1.3          3.939601e-04        3.500996e-04        3.864728e-04
     -1.2          3.938483e-04        3.501276e-04        3.864938e-04
     -1.1          3.937365e-04        3.501556e-04        3.865147e-04
     -1.0          3.936247e-04        3.501836e-04        3.865357e-04
     -0.9          3.935130e-04        3.502117e-04        3.865566e-04
     -0.8          3.934012e-04        3.502397e-04        3.865776e-04
     -0.7          3.932894e-04        3.502677e-04        3.865986e-04
     -0.6          3.931776e-04        3.502957e-04        3.866195e-04
     -0.5          3.930658e-04        3.503237e-04        3.866405e-04
     -0.4          3.929541e-04        3.503517e-04        3.866615e-04
     -0.3          3.928423e-04        3.503797e-04        3.866824e-04
     -0.2          3.927305e-04        3.504077e-04        3.867034e-04
     -0.1          3.926187e-04        3.504357e-04        3.867243e-04
      0.0          3.925071e-04        3.504637e-04        3.867453e-04
      0.1          3.923967e-04        3.504917e-04        3.867663e-04
      0.2          3.922863e-04        3.505197e-04        3.867872e-04
      0.3          3.921759e-04        3.505477e-04        3.868082e-04
      0.4          3.920655e-04        3.505757e-04        3.868291e-04
      0.5          3.919551e-04        3.506037e-04        3.868501e-04
      0.6          3.918447e-04        3.506317e-04        3.868710e-04
      0.7          3.917343e-04        3.506597e-04        3.868920e-04
      0.8          3.916239e-04        3.506877e-04        3.869129e-04
      0.9          3.915134e-04        3.507157e-04        3.869339e-04
      1.0          3.914030e-04        3.507437e-04        3.869548e-04
      1.1          3.912926e-04        3.507717e-04        3.869758e-04
      1.2          3.911822e-04        3.507996e-04        3.869967e-04
      1.3          3.910718e-04        3.508276e-04        3.870177e-04
      1.4          3.909614e-04        3.508556e-04        3.870386e-04
      1.5          3.908510e-04        3.508836e-04        3.870596e-04
      1.6          3.907406e-04        3.509116e-04        3.870805e-04
      1.7          3.906302e-04        3.509396e-04        3.871016e-04
      1.8          3.905198e-04        3.509676e-04        3.871228e-04
      1.9          3.904094e-04        3.509956e-04        3.871441e-04
      2.0          3.902990e-04        3.510237e-04        3.871653e-04
      2.1          3.901886e-04        3.510517e-04        3.871865e-04
      2.2          3.900782e-04        3.510797e-04        3.872077e-04
      2.3          3.899678e-04        3.511077e-04        3.872289e-04
      2.4          3.898574e-04        3.511357e-04        3.872502e-04
      2.5          3.897470e-04        3.511637e-04        3.872714e-04
      2.6          3.896366e-04        3.511917e-04        3.872926e-04
      2.7          3.895262e-04        3.512197e-04        3.873138e-04
      2.8          3.894158e-04        3.512477e-04        3.873351e-04
      2.9          3.893054e-04        3.512757e-04        3.873563e-04
      3.0          3.891950e-04        3.513037e-04        3.873775e-04
      3.1          3.890846e-04        3.513317e-04        3.873987e-04
      3.2          3.889742e-04        3.513597e-04        3.874199e-04
      3.3          3.888638e-04        3.513877e-04        3.874411e-04
      3.4          3.887534e-04        3.514161e-04        3.874620e-04
      3.5          3.886430e-04        3.514444e-04        3.874830e-04
      3.6          3.885326e-04        3.514728e-04        3.875039e-04
      3.7          3.884222e-04        3.515011e-04        3.875249e-04
      3.8          3.883118e-04        3.515294e-04        3.875458e-04
      3.9          3.882014e-04        3.515578e-04        3.875668e-04
      4.0          3.880910e-04        3.515861e-04        3.875877e-04
      4.1          3.879806e-04        3.516145e-04        3.876087e-04
      4.2          3.878702e-04        3.516428e-04        3.876296e-04
      4.3          3.877598e-04        3.516711e-04        3.876505e-04
      4.4          3.876494e-04        3.516995e-04        3.876715e-04
      4.5          3.875390e-04        3.517278e-04        3.876924e-04
      4.6          3.874286e-04        3.517562e-04        3.877134e-04
      4.7          3.873182e-04        3.517845e-04        3.877343e-04
      4.8          3.872078e-04        3.518129e-04        3.877553e-04
      4.9          3.870974e-04        3.518412e-04        3.877762e-04
      5.0          3.869870e-04        3.518693e-04        3.877972e-04
      5.1          3.868766e-04        3.518973e-04        3.878181e-04
      5.2          3.867662e-04        3.519253e-04        3.878391e-04
      5.3          3.866558e-04        3.519533e-04        3.878600e-04
      5.4          3.865454e-04        3.519813e-04        3.878810e-04
      5.5          3.864350e-04        3.520092e-04        3.879020e-04
      5.6          3.863246e-04        3.520372e-04        3.879229e-04
      5.7          3.862141e-04        3.520652e-04        3.879439e-04
      5.8          3.861037e-04        3.520932e-04        3.879648e-04
      5.9          3.859933e-04        3.521212e-04        3.879858e-04
      6.0          3.858829e-04        3.521492e-04        3.880067e-04
      6.1          3.857725e-04        3.521772e-04        3.880277e-04
      6.2          3.856621e-04        3.522052e-04        3.880487e-04
      6.3          3.855517e-04        3.522332e-04        3.880696e-04
      6.4          3.854413e-04        3.522612e-04        3.880906e-04
      6.5          3.853309e-04        3.522892e-04        3.881115e-04
      6.6          3.852205e-04        3.523171e-04        3.881325e-04
      6.7          3.851101e-04        3.523451e-04        3.881534e-04
      6.8          3.849997e-04        3.523731e-04        3.881744e-04
      6.9          3.848893e-04        3.524011e-04        3.881953e-04
      7.0          3.847789e-04        3.524292e-04        3.882163e-04
      7.1          3.846685e-04        3.524572e-04        3.882372e-04
      7.2          3.845581e-04        3.524852e-04        3.882582e-04
      7.3          3.844477e-04        3.525132e-04        3.882791e-04
      7.4          3.843373e-04        3.525412e-04        3.883001e-04
      7.5          3.842269e-04        3.525692e-04        3.883210e-04
      7.6          3.841166e-04        3.525972e-04        3.883420e-04
      7.7          3.840062e-04        3.526252e-04        3.883629e-04
      7.8          3.838958e-04        3.526532e-04        3.883839e-04
      7.9          3.837854e-04        3.526812e-04        3.884048e-04
      8.0          3.836750e-04        3.527092e-04        3.884258e-04
      8.1          3.835646e-04        3.527372e-04        3.884467e-04
      8.2          3.834542e-04        3.527652e-04        3.884677e-04
      8.3          3.833438e-04        3.527932e-04        3.884886e-04
      8.4          3.832334e-04        3.528211e-04        3.885096e-04
      8.5          3.831231e-04        3.528491e-04        3.885305e-04
      8.6          3.830127e-04        3.528771e-04        3.885515e-04
      8.7          3.829023e-04        3.529051e-04        3.885724e-04
      8.8          3.827919e-04        3.529331e-04        3.885934e-04
      8.9          3.826815e-04        3.529611e-04        3.886143e-04
      9.0          3.825711e-04        3.529891e-04        3.886353e-04
      9.1          3.824607e-04        3.530171e-04        3.886562e-04
      9.2          3.823503e-04        3.530451e-04        3.886772e-04
      9.3          3.822400e-04        3.530731e-04        3.886981e-04
      9.4          3.821296e-04        3.531011e-04        3.887191e-04
      9.5          3.820192e-04        3.531290e-04        3.887400e-04
      9.6          3.819088e-04        3.531570e-04        3.887610e-04
      9.7          3.817984e-04        3.531850e-04        3.887819e-04
      9.8          3.816880e-04        3.532130e-04        3.888029e-04
      9.9          3.815776e-04        3.532410e-04        3.888238e-04
     10.0          3.814673e-04        3.532690e-04        3.888448e-04
     10.1          3.813569e-04        3.532970e-04        3.888657e-04
     10.2          3.812465e-04        3.533250e-04        3.888867e-04
     10.3          3.811361e-04        3.533530e-04        3.889076e-04
     10.4          3.810257e-04        3.533810e-04        3.889285e-04
     10.5          3.809153e-04        3.534090e-04        3.889495e-04
     10.6          3.808049e-04        3.534370e-04        3.889704e-04
     10.7          3.806945e-04        3.534650e-04        3.889914e-04
     10.8          3.805841e-04        3.534930e-04        3.890123e-04
     10.9          3.804738e-04        3.535210e-04        3.890333e-04
     11.0          3.803634e-04        3.535490e-04        3.890542e-04
     11.1          3.802530e-04        3.535770e-04        3.890751e-04
     11.2          3.801426e-04        3.536050e-04        3.890961e-04
     11.3          3.800322e-04        3.536330e-04        3.891170e-04
     11.4          3.799218e-04        3.536610e-04        3.891380e-04
     11.5          3.798114e-04        3.536890e-04        3.891605e-04
     11.6          3.797010e-04        3.537170e-04        3.891994e-04
     11.7          3.795907e-04        3.537450e-04        3.892383e-04
     11.8          3.794803e-04        3.537730e-04        3.892771e-04
     11.9          3.793699e-04        3.538010e-04        3.893160e-04
     12.0          3.792595e-04        3.538290e-04        3.893548e-04
     12.1          3.791491e-04        3.538569e-04        3.893937e-04
     12.2          3.790387e-04        3.538849e-04        3.894326e-04
     12.3          3.789283e-04        3.539129e-04        3.894714e-04
     12.4          3.788179e-04        3.539409e-04        3.895103e-04
     12.5          3.787076e-04        3.539689e-04        3.895491e-04
     12.6          3.785972e-04        3.539969e-04        3.895880e-04
     12.7          3.784868e-04        3.540249e-04        3.896269e-04
     12.8          3.783764e-04        3.540529e-04        3.896657e-04
     12.9          3.782660e-04        3.540809e-04        3.897046e-04
     13.0          3.781556e-04        3.541088e-04        3.897434e-04
     13.1          3.780452e-04        3.541368e-04        3.897823e-04
     13.2          3.779349e-04        3.541648e-04        3.898328e-04
     13.3          3.778245e-04        3.541928e-04        3.898894e-04
     13.4          3.777141e-04        3.542208e-04        3.899460e-04
     13.5          3.776037e-04        3.542488e-04        3.900025e-04
     13.6          3.774933e-04        3.542768e-04        3.900591e-04
     13.7          3.773830e-04        3.543048e-04        3.901157e-04
     13.8          3.772726e-04        3.543328e-04        3.901722e-04
     13.9          3.771622e-04        3.543608e-04        3.902288e-04
     14.0          3.770518e-04        3.543888e-04        3.902854e-04
     14.1          3.769414e-04        3.544168e-04        3.903420e-04
     14.2          3.768311e-04        3.544448e-04        3.903985e-04
     14.3          3.767207e-04        3.544728e-04        3.904551e-04
     14.4          3.766103e-04        3.545008e-04        3.905117e-04
     14.5          3.764999e-04        3.545288e-04        3.905682e-04
     14.6          3.763895e-04        3.545568e-04        3.906248e-04
     14.7          3.762792e-04        3.545848e-04        3.906814e-04
     14.8          3.761688e-04        3.546128e-04        3.907379e-04
     14.9          3.760584e-04        3.546408e-04        3.907945e-04
     15.0          3.759480e-04        3.546688e-04        3.908510e-04
     15.1          3.758376e-04        3.546968e-04        3.909076e-04
     15.2          3.757273e-04        3.547248e-04        3.909641e-04
     15.3          3.756169e-04        3.547528e-04        3.910207e-04
     15.4          3.755065e-04        3.547808e-04        3.910772e-04
     15.5          3.753962e-04        3.548087e-04        3.911338e-04
     15.6          3.752858e-04        3.548367e-04        3.911903e-04
     15.7          3.751754e-04        3.548647e-04        3.912469e-04
     15.8          3.750650e-04        3.548927e-04        3.913034e-04
     15.9          3.749547e-04        3.549207e-04        3.913600e-04
     16.0          3.748443e-04        3.549487e-04        3.914165e-04
     16.1          3.747339e-04        3.549767e-04        3.914731e-04
     16.2          3.746235e-04        3.550046e-04        3.915297e-04
     16.3          3.745132e-04        3.550326e-04        3.915862e-04
     16.4          3.744028e-04        3.550606e-04        3.916428e-04
     16.5          3.742924e-04        3.550886e-04        3.916993e-04
     16.6          3.741820e-04        3.551166e-04        3.917558e-04
     16.7          3.740717e-04        3.551446e-04        3.918124e-04
     16.8          3.739613e-04        3.551726e-04        3.918689e-04
     16.9          3.738509e-04        3.552005e-04        3.919255e-04
     17.0          3.737406e-04        3.552285e-04        3.919820e-04
     17.1          3.736302e-04        3.552565e-04        3.920386e-04
     17.2          3.735198e-04        3.552845e-04        3.920951e-04
     17.3          3.734095e-04        3.553125e-04        3.921517e-04
     17.4          3.732991e-04        3.553405e-04        3.922082e-04
     17.5          3.731887e-04        3.553685e-04        3.922648e-04
     17.6          3.730783e-04        3.553964e-04        3.923213e-04
     17.7          3.729680e-04        3.554244e-04        3.923779e-04
     17.8          3.728576e-04        3.554524e-04        3.924344e-04
     17.9          3.727472e-04        3.554804e-04        3.924910e-04
     18.0          3.726369e-04        3.555084e-04        3.925475e-04
     18.1          3.725265e-04        3.555364e-04        3.926041e-04
     18.2          3.724161e-04        3.555644e-04        3.926606e-04
     18.3          3.723058e-04        3.555924e-04        3.927172e-04
     18.4          3.721954e-04        3.556203e-04        3.927737e-04
     18.5          3.720850e-04        3.556483e-04        3.928303e-04
     18.6          3.719746e-04        3.556763e-04        3.928868e-04
     18.7          3.718642e-04        3.557043e-04        3.929434e-04
     18.8          3.717539e-04        3.557323e-04        3.929999e-04
     18.9          3.716435e-04        3.557603e-04        3.930565e-04
     19.0          3.715331e-04        3.557883e-04        3.931130e-04
     19.1          3.714227e-04        3.558163e-04        3.931696e-04
     19.2          3.713124e-04        3.558443e-04        3.932261e-04
     19.3          3.712020e-04        3.558723e-04        3.932827e-04
     19.4          3.710916e-04        3.559003e-04        3.933393e-04
     19.5          3.709812e-04        3.559283e-04        3.933958e-04
     19.6          3.708708e-04        3.559563e-04        3.934524e-04
     19.7          3.707605e-04        3.559843e-04        3.935089e-04
     19.8          3.706501e-04        3.560123e-04        3.935655e-04
     19.9          3.705397e-04        3.560403e-04        3.936220e-04
     20.0          3.704282e-04        3.560683e-04        3.936785e-04
     20.1          3.703165e-04        3.560962e-04        3.937351e-04
     20.2          3.702048e-04        3.561242e-04        3.937916e-04
     20.3          3.700930e-04        3.561522e-04        3.938482e-04
     20.4          3.699813e-04        3.561802e-04        3.939047e-04
     20.5          3.698696e-04        3.562082e-04        3.939613e-04
     20.6          3.697579e-04        3.562361e-04        3.940178e-04
     20.7          3.696462e-04        3.562641e-04        3.940744e-04
     20.8          3.695344e-04        3.562921e-04        3.941309e-04
     20.9          3.694227e-04        3.563201e-04        3.941874e-04
     21.0          3.693110e-04        3.563481e-04        3.942440e-04
     21.1          3.691993e-04        3.563761e-04        3.943005e-04
     21.2          3.690876e-04        3.564040e-04        3.943571e-04
     21.3          3.689759e-04        3.564320e-04        3.944136e-04
     21.4          3.688641e-04        3.564600e-04        3.944705e-04
     21.5          3.687524e-04        3.564880e-04        3.945278e-04
     21.6          3.686413e-04        3.565160e-04        3.945850e-04
     21.7          3.685309e-04        3.565440e-04        3.946422e-04
     21.8          3.684206e-04        3.565720e-04        3.946995e-04
     21.9          3.683102e-04        3.566000e-04        3.947567e-04
     22.0          3.681999e-04        3.566280e-04        3.948140e-04
     22.1          3.680895e-04        3.566560e-04        3.948712e-04
     22.2          3.679791e-04        3.566839e-04        3.949285e-04
     22.3          3.678688e-04        3.567119e-04        3.949857e-04
     22.4          3.677584e-04        3.567399e-04        3.950430e-04
     22.5          3.676481e-04        3.567679e-04        3.951002e-04
     22.6          3.675377e-04        3.567959e-04        3.951574e-04
     22.7          3.674273e-04        3.568239e-04        3.952147e-04
     22.8          3.673170e-04        3.568519e-04        3.952719e-04
     22.9          3.672066e-04        3.568799e-04        3.953292e-04
     23.0          3.670963e-04        3.569079e-04        3.953862e-04
     23.1          3.669859e-04        3.569359e-04        3.954428e-04
     23.2          3.668755e-04        3.569639e-04        3.954993e-04
     23.3          3.667652e-04        3.569919e-04        3.955559e-04
     23.4          3.666548e-04        3.570198e-04        3.956124e-04
     23.5          3.665444e-04        3.570478e-04        3.956690e-04
     23.6          3.664341e-04        3.570758e-04        3.957255e-04
     23.7          3.663237e-04        3.571038e-04        3.957821e-04
     23.8          3.662133e-04        3.571318e-04        3.958386e-04
     23.9          3.661030e-04        3.571597e-04        3.958951e-04
     24.0          3.659926e-04        3.571877e-04        3.959517e-04
     24.1          3.658822e-04        3.572157e-04        3.960082e-04
     24.2          3.657719e-04        3.572437e-04        3.960648e-04
     24.3          3.656615e-04        3.572717e-04        3.961213e-04
     24.4          3.655511e-04        3.572997e-04        3.961779e-04
     24.5          3.654408e-04        3.573276e-04        3.962344e-04
     24.6          3.653304e-04        3.573556e-04        3.962910e-04
     24.7          3.652200e-04        3.573836e-04        3.963475e-04
     24.8          3.651097e-04        3.574119e-04        3.964040e-04
     24.9          3.649993e-04        3.574402e-04        3.964606e-04
     25.0          3.648889e-04        3.574686e-04        3.965171e-04
     25.1          3.647786e-04        3.574969e-04        3.965737e-04
     25.2          3.646682e-04        3.575253e-04        3.966302e-04
     25.3          3.645579e-04        3.575536e-04        3.966867e-04
     25.4          3.644475e-04        3.575820e-04        3.967433e-04
     25.5          3.643372e-04        3.576103e-04        3.967998e-04
     25.6          3.642268e-04        3.576386e-04        3.968563e-04
     25.7          3.641165e-04        3.576670e-04        3.969129e-04
     25.8          3.640061e-04        3.576953e-04        3.969694e-04
     25.9          3.638958e-04        3.577237e-04        3.970259e-04
     26.0          3.637854e-04        3.577520e-04        3.970825e-04
     26.1          3.636751e-04        3.577804e-04        3.971390e-04
     26.2          3.635647e-04        3.578087e-04        3.971956e-04
     26.3          3.634544e-04        3.578370e-04        3.972521e-04
     26.4          3.633440e-04        3.578652e-04        3.973086e-04
     26.5          3.632337e-04        3.578932e-04        3.973652e-04
     26.6          3.631233e-04        3.579211e-04        3.974217e-04
     26.7          3.630130e-04        3.579491e-04        3.974783e-04
     26.8          3.629026e-04        3.579771e-04        3.975348e-04
     26.9          3.627923e-04        3.580051e-04        3.975914e-04
     27.0          3.626819e-04        3.580331e-04        3.976479e-04
     27.1          3.625716e-04        3.580610e-04        3.977044e-04
     27.2          3.624613e-04        3.580890e-04        3.977610e-04
     27.3          3.623509e-04        3.581170e-04        3.978175e-04
     27.4          3.622406e-04        3.581450e-04        3.978741e-04
     27.5          3.621302e-04        3.581730e-04        3.979306e-04
     27.6          3.620199e-04        3.582009e-04        3.979871e-04
     27.7          3.619095e-04        3.582289e-04        3.980437e-04
     27.8          3.617992e-04        3.582569e-04        3.981002e-04
     27.9          3.616888e-04        3.582849e-04        3.981568e-04
     28.0          3.615785e-04        3.583129e-04        3.982133e-04
     28.1          3.614682e-04        3.583408e-04        3.982699e-04
     28.2          3.613578e-04        3.583688e-04        3.983264e-04
     28.3          3.612475e-04        3.583968e-04        3.983829e-04
     28.4          3.611371e-04        3.584248e-04        3.984395e-04
     28.5          3.610268e-04        3.584528e-04        3.984960e-04
     28.6          3.609164e-04        3.584808e-04        3.985525e-04
     28.7          3.608061e-04        3.585087e-04        3.986091e-04
     28.8          3.606957e-04        3.585367e-04        3.986656e-04
     28.9          3.605854e-04        3.585647e-04        3.987222e-04
     29.0          3.604750e-04        3.585927e-04        3.987787e-04
     29.1          3.603647e-04        3.586207e-04        3.988352e-04
     29.2          3.602543e-04        3.586486e-04        3.988918e-04
     29.3          3.601440e-04        3.586766e-04        3.989483e-04
     29.4          3.600336e-04        3.587046e-04        3.990049e-04
     29.5          3.599233e-04        3.587326e-04        3.990614e-04
     29.6          3.598129e-04        3.587606e-04        3.991179e-04
     29.7          3.597026e-04        3.587886e-04        3.991745e-04
     29.8          3.595922e-04        3.588165e-04        3.992310e-04
     29.9          3.594949e-04        3.588445e-04        3.992875e-04
     30.0          3.594153e-04        3.588725e-04        3.993441e-04
     30.1          3.593358e-04        3.589005e-04        3.994006e-04
     30.2          3.592562e-04        3.589285e-04        3.994571e-04
     30.3          3.591767e-04        3.589565e-04        3.995137e-04
     30.4          3.590971e-04        3.589845e-04        3.995702e-04
     30.5          3.590176e-04        3.590125e-04        3.996268e-04
     30.6          3.589380e-04        3.590404e-04        3.996833e-04
     30.7          3.588585e-04        3.590684e-04        3.997398e-04
     30.8          3.587789e-04        3.590964e-04        3.997964e-04
     30.9          3.586994e-04        3.591244e-04        3.998529e-04
     31.0          3.586198e-04        3.591524e-04        3.999094e-04
     31.1          3.585403e-04        3.591804e-04        3.999660e-04
     31.2          3.584607e-04        3.592084e-04        4.000225e-04
     31.3          3.583812e-04        3.592363e-04        4.000790e-04
     31.4          3.583016e-04        3.592643e-04        4.001356e-04
     31.5          3.582221e-04        3.592923e-04        4.001921e-04
     31.6          3.581683e-04        3.593203e-04        4.002486e-04
     31.7          3.581203e-04        3.593483e-04        4.003052e-04
     31.8          3.580723e-04        3.593762e-04        4.003617e-04
     31.9          3.580243e-04        3.594042e-04        4.004182e-04
     32.0          3.579764e-04        3.594322e-04        4.004748e-04
     32.1          3.579284e-04        3.594602e-04        4.005313e-04
     32.2          3.578804e-04        3.594882e-04        4.005878e-04
     32.3          3.578324e-04        3.595161e-04        4.006444e-04
     32.4          3.577844e-04        3.595441e-04        4.007009e-04
     32.5          3.577364e-04        3.595721e-04        4.007574e-04
     32.6          3.576885e-04        3.596001e-04        4.008140e-04
     32.7          3.576405e-04        3.596280e-04        4.008705e-04
     32.8          3.575925e-04        3.596560e-04        4.009270e-04
     32.9          3.575445e-04        3.596840e-04        4.009836e-04
     33.0          3.574965e-04        3.597120e-04        4.010401e-04
     33.1          3.574485e-04        3.597400e-04        4.010966e-04
     33.2          3.574006e-04        3.597680e-04        4.011532e-04
     33.3          3.573526e-04        3.597959e-04        4.012097e-04
     33.4          3.573046e-04        3.598239e-04        4.012662e-04
     33.5          3.572566e-04        3.598519e-04        4.013228e-04
     33.6          3.572086e-04        3.598799e-04        4.013793e-04
     33.7          3.571606e-04        3.599079e-04        4.014358e-04
     33.8          3.571127e-04        3.599359e-04        4.014924e-04
     33.9          3.570647e-04        3.599639e-04        4.015489e-04
     34.0          3.570167e-04        3.599918e-04        4.016054e-04
     34.1          3.569687e-04        3.600198e-04        4.016620e-04
     34.2          3.569207e-04        3.600478e-04        4.017185e-04
     34.3          3.568728e-04        3.600758e-04        4.017750e-04
     34.4          3.568248e-04        3.601038e-04        4.018316e-04
     34.5          3.567768e-04        3.601318e-04        4.018881e-04
     34.6          3.567288e-04        3.601591e-04        4.019446e-04
     34.7          3.566808e-04        3.601828e-04        4.020012e-04
     34.8          3.566328e-04        3.602065e-04        4.020577e-04
     34.9          3.565849e-04        3.602303e-04        4.021142e-04
     35.0          3.565369e-04        3.602540e-04        4.021707e-04
     35.1          3.564889e-04        3.602777e-04        4.022273e-04
     35.2          3.564409e-04        3.603014e-04        4.022838e-04
     35.3          3.563929e-04        3.603251e-04        4.023403e-04
     35.4          3.563449e-04        3.603488e-04        4.023969e-04
     35.5          3.562969e-04        3.603725e-04        4.024534e-04
     35.6          3.562489e-04        3.603963e-04        4.025099e-04
     35.7          3.562009e-04        3.604200e-04        4.025664e-04
     35.8          3.561529e-04        3.604437e-04        4.026230e-04
     35.9          3.561049e-04        3.604674e-04        4.026795e-04
     36.0          3.560569e-04        3.604911e-04        4.027360e-04
     36.1          3.560089e-04        3.605148e-04        4.027926e-04
     36.2          3.559609e-04        3.605385e-04        4.028491e-04
     36.3          3.559130e-04        3.605594e-04        4.029056e-04
     36.4          3.558650e-04        3.605788e-04        4.029622e-04
     36.5          3.558170e-04        3.605982e-04        4.030187e-04
     36.6          3.557690e-04        3.606176e-04        4.030753e-04
     36.7          3.557210e-04        3.606370e-04        4.031318e-04
     36.8          3.556730e-04        3.606564e-04        4.031883e-04
     36.9          3.556250e-04        3.606758e-04        4.032449e-04
     37.0          3.555771e-04        3.606952e-04        4.033014e-04
     37.1          3.555291e-04        3.607146e-04        4.033580e-04
     37.2          3.554811e-04        3.607339e-04        4.034145e-04
     37.3          3.554331e-04        3.607533e-04        4.034710e-04
     37.4          3.553851e-04        3.607727e-04        4.035276e-04
     37.5          3.553372e-04        3.607921e-04        4.035841e-04
     37.6          3.552892e-04        3.608115e-04        4.036407e-04
     37.7          3.552412e-04        3.608309e-04        4.036972e-04
     37.8          3.551932e-04        3.608503e-04        4.037537e-04
     37.9          3.551452e-04        3.608697e-04        4.038103e-04
     38.0          3.550973e-04        3.608891e-04        4.038668e-04
     38.1          3.550493e-04        3.609085e-04        4.039233e-04
     38.2          3.550013e-04        3.609279e-04        4.039798e-04
     38.3          3.549533e-04        3.609473e-04        4.040364e-04
     38.4          3.549053e-04        3.609667e-04        4.040929e-04
     38.5          3.548574e-04        3.609861e-04        4.041494e-04
     38.6          3.548094e-04        3.610055e-04        4.042059e-04
     38.7          3.547614e-04        3.610249e-04        4.042625e-04
     38.8          3.547134e-04        3.610443e-04        4.043190e-04
     38.9          3.546655e-04        3.610636e-04        4.043755e-04
     39.0          3.546175e-04        3.610830e-04        4.044321e-04
     39.1          3.545695e-04        3.611024e-04        4.044886e-04
     39.2          3.545215e-04        3.611218e-04        4.045451e-04
     39.3          3.544735e-04        3.611412e-04        4.046016e-04
     39.4          3.544256e-04        3.611606e-04        4.046582e-04
     39.5          3.543776e-04        3.611800e-04        4.047147e-04
     39.6          3.543296e-04        3.611994e-04        4.047712e-04
     39.7          3.542816e-04        3.612188e-04        4.048277e-04
     39.8          3.542337e-04        3.612382e-04        4.048843e-04
     39.9          3.541852e-04        3.612576e-04        4.049408e-04
     40.0          3.541367e-04        3.612770e-04        4.049973e-04
     40.1          3.540881e-04        3.612964e-04        4.050538e-04
     40.2          3.540395e-04        3.613158e-04        4.051103e-04
     40.3          3.539910e-04        3.613351e-04        4.051669e-04
     40.4          3.539424e-04        3.613545e-04        4.052234e-04
     40.5          3.538938e-04        3.613739e-04        4.052799e-04
     40.6          3.538453e-04        3.613933e-04        4.053364e-04
     40.7          3.537967e-04        3.614127e-04        4.053930e-04
     40.8          3.537482e-04        3.614321e-04        4.054495e-04
     40.9          3.536996e-04        3.614515e-04        4.055060e-04
     41.0          3.536510e-04        3.614709e-04        4.055625e-04
     41.1          3.536025e-04        3.614903e-04        4.056190e-04
     41.2          3.535539e-04        3.615097e-04        4.056756e-04
     41.3          3.535053e-04        3.615291e-04        4.057321e-04
     41.4          3.534568e-04        3.615485e-04        4.057886e-04
     41.5          3.534085e-04        3.615679e-04        4.058451e-04
     41.6          3.533605e-04        3.615873e-04        4.059017e-04
     41.7          3.533125e-04        3.616067e-04        4.059582e-04
     41.8          3.532645e-04        3.616261e-04        4.060147e-04
     41.9          3.532166e-04        3.616455e-04        4.060712e-04
     42.0          3.531686e-04        3.616648e-04        4.061278e-04
     42.1          3.531206e-04        3.616842e-04        4.061843e-04
     42.2          3.530726e-04        3.617036e-04        4.062408e-04
     42.3          3.530247e-04        3.617230e-04        4.062973e-04
     42.4          3.529767e-04        3.617424e-04        4.063538e-04
     42.5          3.529287e-04        3.617618e-04        4.064104e-04
     42.6          3.528807e-04        3.617812e-04        4.064669e-04
     42.7          3.528328e-04        3.618006e-04        4.065235e-04
     42.8          3.527848e-04        3.618200e-04        4.065807e-04
     42.9          3.527368e-04        3.618394e-04        4.066379e-04
     43.0          3.526889e-04        3.618588e-04        4.066951e-04
     43.1          3.526409e-04        3.618782e-04        4.067524e-04
     43.2          3.525929e-04        3.618976e-04        4.068096e-04
     43.3          3.525449e-04        3.619170e-04        4.068668e-04
     43.4          3.524970e-04        3.619364e-04        4.069240e-04
     43.5          3.524490e-04        3.619558e-04        4.069813e-04
