                                 g_value (photons/atom/s)
Velocity (km/s)      1807.31 A           1820.34 A           1826.25 A
     43.6          3.524010e-04        3.619752e-04        4.070385e-04
     43.7          3.523530e-04        3.619946e-04        4.070957e-04
     43.8          3.523051e-04        3.620140e-04        4.071530e-04
     43.9          3.522571e-04        3.620334e-04        4.072102e-04
     44.0          3.522091e-04        3.620528e-04        4.072674e-04
     44.1          3.521612e-04        3.620722e-04        4.073246e-04
     44.2          3.521132e-04        3.620916e-04        4.073819e-04
     44.3          3.520652e-04        3.621110e-04        4.074391e-04
     44.4          3.520172e-04        3.621303e-04        4.074957e-04
     44.5          3.519693e-04        3.621498e-04        4.075522e-04
     44.6          3.519213e-04        3.621694e-04        4.076087e-04
     44.7          3.518733e-04        3.621891e-04        4.076653e-04
     44.8          3.518254e-04        3.622087e-04        4.077218e-04
     44.9          3.517774e-04        3.622283e-04        4.077783e-04
     45.0          3.517294e-04        3.622480e-04        4.078348e-04
     45.1          3.516814e-04        3.622676e-04        4.078913e-04
     45.2          3.516334e-04        3.622872e-04        4.079479e-04
     45.3          3.515854e-04        3.623069e-04        4.080044e-04
     45.4          3.515375e-04        3.623265e-04        4.080609e-04
     45.5          3.514895e-04        3.623461e-04        4.081174e-04
     45.6          3.514415e-04        3.623658e-04        4.081739e-04
     45.7          3.513935e-04        3.623854e-04        4.082304e-04
     45.8          3.513455e-04        3.624050e-04        4.082870e-04
     45.9          3.512975e-04        3.624247e-04        4.083435e-04
     46.0          3.512496e-04        3.624443e-04        4.084000e-04
     46.1          3.512016e-04        3.624640e-04        4.084565e-04
     46.2          3.511536e-04        3.624834e-04        4.085130e-04
     46.3          3.511056e-04        3.625027e-04        4.085696e-04
     46.4          3.510576e-04        3.625221e-04        4.086261e-04
     46.5          3.510097e-04        3.625415e-04        4.086826e-04
     46.6          3.509617e-04        3.625609e-04        4.087391e-04
     46.7          3.509137e-04        3.625803e-04        4.087956e-04
     46.8          3.508658e-04        3.625997e-04        4.088521e-04
     46.9          3.508178e-04        3.626191e-04        4.089087e-04
     47.0          3.507698e-04        3.626385e-04        4.089652e-04
     47.1          3.507218e-04        3.626579e-04        4.090217e-04
     47.2          3.506739e-04        3.626773e-04        4.090782e-04
     47.3          3.506259e-04        3.626967e-04        4.091347e-04
     47.4          3.505779e-04        3.627161e-04        4.091913e-04
     47.5          3.505300e-04        3.627355e-04        4.092478e-04
     47.6          3.504820e-04        3.627549e-04        4.093043e-04
     47.7          3.504340e-04        3.627743e-04        4.093608e-04
     47.8          3.503861e-04        3.627936e-04        4.094173e-04
     47.9          3.503381e-04        3.628130e-04        4.094738e-04
     48.0          3.502901e-04        3.628324e-04        4.095303e-04
     48.1          3.502421e-04        3.628518e-04        4.095868e-04
     48.2          3.501942e-04        3.628712e-04        4.096434e-04
     48.3          3.501462e-04        3.628906e-04        4.096999e-04
     48.4          3.500982e-04        3.629100e-04        4.097564e-04
     48.5          3.500503e-04        3.629294e-04        4.098129e-04
     48.6          3.500023e-04        3.629488e-04        4.098694e-04
     48.7          3.499543e-04        3.629682e-04        4.099259e-04
     48.8          3.499064e-04        3.629876e-04        4.099824e-04
     48.9          3.498584e-04        3.630069e-04        4.100389e-04
     49.0          3.498104e-04        3.630263e-04        4.100954e-04
     49.1          3.497625e-04        3.630457e-04        4.101519e-04
     49.2          3.497145e-04        3.630651e-04        4.102084e-04
     49.3          3.496665e-04        3.630845e-04        4.102650e-04
     49.4          3.496186e-04        3.631039e-04        4.103215e-04
     49.5          3.495706e-04        3.631233e-04        4.103780e-04
     49.6          3.495226e-04        3.631427e-04        4.104345e-04
     49.7          3.494747e-04        3.631621e-04        4.104910e-04
     49.8          3.494267e-04        3.631815e-04        4.105475e-04
     49.9          3.493787e-04        3.632009e-04        4.106040e-04
     50.0          3.493308e-04        3.632203e-04        4.106605e-04
