                       g_value (photons/atom/s)
Velocity (km/s)      5891.58 A           5897.56 A
     13.3          4.903257e+01        2.839884e+01
     13.4          4.922938e+01        2.852161e+01
     13.5          4.942619e+01        2.864437e+01
     13.6          4.962300e+01        2.876713e+01
     13.7          4.981980e+01        2.888990e+01
     13.8          5.001176e+01        2.901306e+01
     13.9          5.020095e+01        2.913644e+01
     14.0          5.039014e+01        2.925982e+01
     14.1          5.057934e+01        2.938320e+01
     14.2          5.076853e+01        2.950659e+01
     14.3          5.096400e+01        2.962236e+01
     14.4          5.116817e+01        2.973460e+01
     14.5          5.137233e+01        2.984684e+01
     14.6          5.157650e+01        2.995908e+01
     14.7          5.178066e+01        3.007132e+01
     14.8          5.197178e+01        3.018533e+01
     14.9          5.214696e+01        3.030134e+01
     15.0          5.232213e+01        3.041736e+01
     15.1          5.249730e+01        3.053337e+01
     15.2          5.267248e+01        3.064938e+01
     15.3          5.284627e+01        3.076126e+01
     15.4          5.301549e+01        3.086912e+01
     15.5          5.318470e+01        3.097698e+01
     15.6          5.335392e+01        3.108484e+01
     15.7          5.352313e+01        3.119270e+01
     15.8          5.369668e+01        3.130024e+01
     15.9          5.388236e+01        3.140704e+01
     16.0          5.406803e+01        3.151384e+01
     16.1          5.425371e+01        3.162064e+01
     16.2          5.443939e+01        3.172744e+01
     16.3          5.462656e+01        3.183273e+01
     16.4          5.484545e+01        3.193492e+01
     16.5          5.506434e+01        3.203712e+01
     16.6          5.528323e+01        3.213931e+01
     16.7          5.550212e+01        3.224151e+01
     16.8          5.572031e+01        3.234064e+01
     16.9          5.592999e+01        3.243447e+01
     17.0          5.613966e+01        3.252829e+01
     17.1          5.634934e+01        3.262211e+01
     17.2          5.655902e+01        3.271593e+01
     17.3          5.676429e+01        3.281033e+01
     17.4          5.693245e+01        3.290792e+01
     17.5          5.710060e+01        3.300551e+01
     17.6          5.726876e+01        3.310310e+01
     17.7          5.743692e+01        3.320069e+01
     17.8          5.760508e+01        3.329658e+01
     17.9          5.776437e+01        3.338513e+01
     18.0          5.792255e+01        3.347369e+01
     18.1          5.808072e+01        3.356225e+01
     18.2          5.823890e+01        3.365081e+01
     18.3          5.839708e+01        3.373937e+01
     18.4          5.854672e+01        3.382506e+01
     18.5          5.869561e+01        3.391068e+01
     18.6          5.884450e+01        3.399630e+01
     18.7          5.899339e+01        3.408192e+01
     18.8          5.914228e+01        3.416744e+01
     18.9          5.930027e+01        3.424459e+01
     19.0          5.946213e+01        3.432175e+01
     19.1          5.962398e+01        3.439891e+01
     19.2          5.978584e+01        3.447607e+01
     19.3          5.994770e+01        3.455322e+01
     19.4          6.010776e+01        3.463272e+01
     19.5          6.026716e+01        3.471281e+01
     19.6          6.042656e+01        3.479290e+01
     19.7          6.058596e+01        3.487299e+01
     19.8          6.074536e+01        3.495308e+01
     19.9          6.090318e+01        3.502706e+01
     20.0          6.105952e+01        3.509983e+01
     20.1          6.121585e+01        3.517261e+01
     20.2          6.137218e+01        3.524538e+01
     20.3          6.152852e+01        3.531815e+01
     20.4          6.167698e+01        3.539089e+01
     20.5          6.181887e+01        3.546361e+01
     20.6          6.196076e+01        3.553633e+01
     20.7          6.210265e+01        3.560905e+01
     20.8          6.224453e+01        3.568177e+01
     20.9          6.238874e+01        3.574876e+01
     21.0          6.253771e+01        3.581276e+01
     21.1          6.268669e+01        3.587676e+01
     21.2          6.283567e+01        3.594077e+01
     21.3          6.298464e+01        3.600477e+01
     21.4          6.313233e+01        3.606855e+01
     21.5          6.327772e+01        3.613207e+01
     21.6          6.342310e+01        3.619559e+01
     21.7          6.356849e+01        3.625910e+01
     21.8          6.371388e+01        3.632262e+01
     21.9          6.385874e+01        3.638468e+01
     22.0          6.400035e+01        3.644517e+01
     22.1          6.414196e+01        3.650565e+01
     22.2          6.428358e+01        3.656614e+01
     22.3          6.442519e+01        3.662663e+01
     22.4          6.456536e+01        3.668793e+01
     22.5          6.469849e+01        3.675145e+01
     22.6          6.483162e+01        3.681496e+01
     22.7          6.496475e+01        3.687848e+01
     22.8          6.509788e+01        3.694199e+01
     22.9          6.523101e+01        3.700245e+01
     23.0          6.536696e+01        3.705593e+01
     23.1          6.550306e+01        3.710940e+01
     23.2          6.563916e+01        3.716287e+01
     23.3          6.577526e+01        3.721634e+01
     23.4          6.591136e+01        3.726981e+01
     23.5          6.602730e+01        3.732319e+01
     23.6          6.614290e+01        3.737658e+01
     23.7          6.625851e+01        3.742997e+01
     23.8          6.637411e+01        3.748336e+01
     23.9          6.648971e+01        3.753654e+01
     24.0          6.660551e+01        3.758825e+01
     24.1          6.672137e+01        3.763997e+01
     24.2          6.683723e+01        3.769169e+01
     24.3          6.695309e+01        3.774340e+01
     24.4          6.706895e+01        3.779512e+01
     24.5          6.718042e+01        3.784415e+01
     24.6          6.729077e+01        3.789293e+01
     24.7          6.740112e+01        3.794171e+01
     24.8          6.751147e+01        3.799049e+01
     24.9          6.762182e+01        3.803927e+01
     25.0          6.773323e+01        3.808251e+01
     25.1          6.784542e+01        3.812546e+01
     25.2          6.795761e+01        3.816841e+01
     25.3          6.806979e+01        3.821136e+01
     25.4          6.818198e+01        3.825431e+01
     25.5          6.828878e+01        3.829952e+01
     25.6          6.839212e+01        3.834554e+01
     25.7          6.849547e+01        3.839155e+01
     25.8          6.859881e+01        3.843757e+01
     25.9          6.870215e+01        3.848359e+01
     26.0          6.880751e+01        3.852723e+01
     26.1          6.891601e+01        3.857018e+01
     26.2          6.902451e+01        3.861313e+01
     26.3          6.913301e+01        3.865608e+01
     26.4          6.924151e+01        3.869903e+01
     26.5          6.934414e+01        3.874112e+01
     26.6          6.943872e+01        3.878253e+01
     26.7          6.953330e+01        3.882394e+01
     26.8          6.962788e+01        3.886535e+01
     26.9          6.972246e+01        3.890676e+01
     27.0          6.981613e+01        3.894490e+01
     27.1          6.990625e+01        3.898084e+01
     27.2          6.999637e+01        3.901677e+01
     27.3          7.008649e+01        3.905271e+01
     27.4          7.017661e+01        3.908864e+01
     27.5          7.026695e+01        3.912420e+01
     27.6          7.035802e+01        3.915917e+01
     27.7          7.044909e+01        3.919413e+01
     27.8          7.054017e+01        3.922910e+01
     27.9          7.063124e+01        3.926406e+01
     28.0          7.072248e+01        3.929943e+01
     28.1          7.082363e+01        3.933536e+01
     28.2          7.092478e+01        3.937130e+01
     28.3          7.102593e+01        3.940723e+01
     28.4          7.112707e+01        3.944316e+01
     28.5          7.122799e+01        3.947947e+01
     28.6          7.132432e+01        3.951720e+01
     28.7          7.142065e+01        3.955492e+01
     28.8          7.151698e+01        3.959265e+01
     28.9          7.161331e+01        3.963038e+01
     29.0          7.170964e+01        3.966676e+01
     29.1          7.181302e+01        3.969897e+01
     29.2          7.191784e+01        3.973117e+01
     29.3          7.202266e+01        3.976338e+01
     29.4          7.212748e+01        3.979559e+01
     29.5          7.223230e+01        3.982639e+01
     29.6          7.233397e+01        3.985355e+01
     29.7          7.243511e+01        3.988071e+01
     29.8          7.253626e+01        3.990787e+01
     29.9          7.263741e+01        3.993504e+01
     30.0          7.273856e+01        3.996253e+01
     30.1          7.283854e+01        3.999473e+01
     30.2          7.293837e+01        4.002693e+01
     30.3          7.303821e+01        4.005913e+01
     30.4          7.313804e+01        4.009133e+01
     30.5          7.323788e+01        4.012320e+01
     30.6          7.334231e+01        4.015212e+01
     30.7          7.344898e+01        4.018104e+01
     30.8          7.355564e+01        4.020995e+01
     30.9          7.366231e+01        4.023887e+01
     31.0          7.376898e+01        4.026779e+01
     31.1          7.386591e+01        4.029471e+01
     31.2          7.395873e+01        4.032139e+01
     31.3          7.405156e+01        4.034806e+01
     31.4          7.414438e+01        4.037474e+01
     31.5          7.423721e+01        4.040141e+01
     31.6          7.432871e+01        4.042691e+01
     31.7          7.441881e+01        4.045232e+01
     31.8          7.450891e+01        4.047773e+01
     31.9          7.459902e+01        4.050313e+01
     32.0          7.468912e+01        4.052854e+01
     32.1          7.477068e+01        4.055354e+01
     32.2          7.484424e+01        4.057839e+01
     32.3          7.491781e+01        4.060323e+01
     32.4          7.499137e+01        4.062807e+01
     32.5          7.506494e+01        4.065291e+01
     32.6          7.513849e+01        4.067554e+01
     32.7          7.521204e+01        4.069744e+01
     32.8          7.528558e+01        4.071933e+01
     32.9          7.535913e+01        4.074123e+01
     33.0          7.543267e+01        4.076312e+01
     33.1          7.550622e+01        4.078512e+01
     33.2          7.557979e+01        4.080719e+01
     33.3          7.565335e+01        4.082927e+01
     33.4          7.572692e+01        4.085134e+01
     33.5          7.580048e+01        4.087342e+01
     33.6          7.587404e+01        4.089289e+01
     33.7          7.594760e+01        4.091040e+01
     33.8          7.602115e+01        4.092792e+01
     33.9          7.609471e+01        4.094543e+01
     34.0          7.616827e+01        4.096294e+01
     34.1          7.624157e+01        4.098044e+01
     34.2          7.631337e+01        4.099791e+01
     34.3          7.638518e+01        4.101538e+01
     34.4          7.645698e+01        4.103285e+01
     34.5          7.652878e+01        4.105031e+01
     34.6          7.660058e+01        4.106780e+01
     34.7          7.667400e+01        4.108532e+01
     34.8          7.674754e+01        4.110283e+01
     34.9          7.682109e+01        4.112035e+01
     35.0          7.689464e+01        4.113786e+01
     35.1          7.696818e+01        4.115520e+01
     35.2          7.703170e+01        4.117175e+01
     35.3          7.709474e+01        4.118830e+01
     35.4          7.715779e+01        4.120486e+01
     35.5          7.722083e+01        4.122141e+01
     35.6          7.728387e+01        4.123721e+01
     35.7          7.734789e+01        4.125034e+01
     35.8          7.741224e+01        4.126346e+01
     35.9          7.747660e+01        4.127659e+01
     36.0          7.754096e+01        4.128972e+01
     36.1          7.760532e+01        4.130285e+01
     36.2          7.766598e+01        4.131663e+01
     36.3          7.772553e+01        4.133042e+01
     36.4          7.778507e+01        4.134421e+01
     36.5          7.784461e+01        4.135799e+01
     36.6          7.790415e+01        4.137165e+01
     36.7          7.796331e+01        4.138214e+01
     36.8          7.802215e+01        4.139264e+01
     36.9          7.808099e+01        4.140314e+01
     37.0          7.813983e+01        4.141364e+01
     37.1          7.819867e+01        4.142414e+01
     37.2          7.825182e+01        4.143355e+01
     37.3          7.830084e+01        4.144273e+01
     37.4          7.834987e+01        4.145191e+01
     37.5          7.839890e+01        4.146109e+01
     37.6          7.844792e+01        4.147027e+01
     37.7          7.849851e+01        4.147832e+01
     37.8          7.855182e+01        4.148619e+01
     37.9          7.860514e+01        4.149406e+01
     38.0          7.865845e+01        4.150193e+01
     38.1          7.871177e+01        4.150980e+01
     38.2          7.876340e+01        4.151792e+01
     38.3          7.881242e+01        4.152618e+01
     38.4          7.886145e+01        4.153444e+01
     38.5          7.891048e+01        4.154269e+01
     38.6          7.895951e+01        4.155095e+01
     38.7          7.900896e+01        4.156196e+01
     38.8          7.906044e+01        4.157421e+01
     38.9          7.911193e+01        4.158646e+01
     39.0          7.916341e+01        4.159871e+01
     39.1          7.921489e+01        4.161096e+01
     39.2          7.926586e+01        4.162526e+01
     39.3          7.931490e+01        4.164181e+01
     39.4          7.936393e+01        4.165836e+01
     39.5          7.941297e+01        4.167492e+01
     39.6          7.946200e+01        4.169147e+01
     39.7          7.951104e+01        4.170627e+01
     39.8          7.955703e+01        4.171940e+01
     39.9          7.960298e+01        4.173253e+01
     40.0          7.964894e+01        4.174566e+01
     40.1          7.969490e+01        4.175879e+01
     40.2          7.974074e+01        4.177184e+01
     40.3          7.978101e+01        4.178470e+01
     40.4          7.982128e+01        4.179756e+01
     40.5          7.986155e+01        4.181042e+01
     40.6          7.990182e+01        4.182328e+01
     40.7          7.994209e+01        4.183653e+01
     40.8          7.998692e+01        4.185053e+01
     40.9          8.003290e+01        4.186453e+01
     41.0          8.007887e+01        4.187854e+01
     41.1          8.012484e+01        4.189254e+01
     41.2          8.017081e+01        4.190786e+01
     41.3          8.021349e+01        4.193270e+01
     41.4          8.025551e+01        4.195754e+01
     41.5          8.029752e+01        4.198237e+01
     41.6          8.033953e+01        4.200721e+01
     41.7          8.038154e+01        4.203277e+01
     41.8          8.042598e+01        4.206221e+01
     41.9          8.047195e+01        4.209165e+01
     42.0          8.051792e+01        4.212109e+01
     42.1          8.056388e+01        4.215052e+01
     42.2          8.060985e+01        4.217902e+01
     42.3          8.065345e+01        4.220354e+01
     42.4          8.069573e+01        4.222807e+01
     42.5          8.073802e+01        4.225259e+01
     42.6          8.078031e+01        4.227712e+01
     42.7          8.082260e+01        4.230164e+01
     42.8          8.086352e+01        4.232016e+01
     42.9          8.090379e+01        4.233855e+01
     43.0          8.094405e+01        4.235694e+01
     43.1          8.098432e+01        4.237533e+01
     43.2          8.102458e+01        4.239364e+01
     43.3          8.106745e+01        4.240676e+01
     43.4          8.111340e+01        4.241989e+01
     43.5          8.115936e+01        4.243302e+01
     43.6          8.120531e+01        4.244615e+01
     43.7          8.125127e+01        4.245927e+01
     43.8          8.129530e+01        4.247071e+01
     43.9          8.133733e+01        4.248173e+01
     44.0          8.137936e+01        4.249276e+01
     44.1          8.142138e+01        4.250378e+01
     44.2          8.146341e+01        4.251481e+01
     44.3          8.150451e+01        4.252465e+01
     44.4          8.154311e+01        4.253426e+01
     44.5          8.158170e+01        4.254388e+01
     44.6          8.162030e+01        4.255349e+01
     44.7          8.165890e+01        4.256311e+01
     44.8          8.169695e+01        4.257303e+01
     44.9          8.173372e+01        4.258314e+01
     45.0          8.177049e+01        4.259324e+01
     45.1          8.180725e+01        4.260335e+01
     45.2          8.184402e+01        4.261345e+01
     45.3          8.188079e+01        4.262149e+01
     45.4          8.191755e+01        4.262848e+01
     45.5          8.195431e+01        4.263547e+01
     45.6          8.199107e+01        4.264246e+01
     45.7          8.202783e+01        4.264945e+01
     45.8          8.206379e+01        4.265660e+01
     45.9          8.209355e+01        4.266394e+01
     46.0          8.212331e+01        4.267128e+01
     46.1          8.215307e+01        4.267862e+01
     46.2          8.218283e+01        4.268596e+01
     46.3          8.221259e+01        4.269227e+01
     46.4          8.223545e+01        4.269751e+01
     46.5          8.225750e+01        4.270274e+01
     46.6          8.227956e+01        4.270797e+01
     46.7          8.230161e+01        4.271321e+01
     46.8          8.232367e+01        4.271801e+01
     46.9          8.234150e+01        4.272168e+01
     47.0          8.235900e+01        4.272534e+01
     47.1          8.237649e+01        4.272900e+01
     47.2          8.239399e+01        4.273266e+01
     47.3          8.241149e+01        4.273626e+01
     47.4          8.242829e+01        4.273974e+01
     47.5          8.244481e+01        4.274322e+01
     47.6          8.246134e+01        4.274670e+01
     47.7          8.247786e+01        4.275018e+01
     47.8          8.249438e+01        4.275349e+01
     47.9          8.250904e+01        4.275531e+01
     48.0          8.252303e+01        4.275713e+01
     48.1          8.253703e+01        4.275895e+01
     48.2          8.255103e+01        4.276077e+01
     48.3          8.256502e+01        4.276223e+01
     48.4          8.257650e+01        4.276132e+01
     48.5          8.258568e+01        4.276042e+01
     48.6          8.259486e+01        4.275952e+01
     48.7          8.260404e+01        4.275862e+01
     48.8          8.261322e+01        4.275772e+01
     48.9          8.262022e+01        4.275593e+01
     49.0          8.262545e+01        4.275406e+01
     49.1          8.263069e+01        4.275219e+01
     49.2          8.263592e+01        4.275032e+01
     49.3          8.264115e+01        4.274845e+01
     49.4          8.264463e+01        4.274332e+01
     49.5          8.264460e+01        4.273804e+01
     49.6          8.264457e+01        4.273275e+01
     49.7          8.264454e+01        4.272747e+01
     49.8          8.264451e+01        4.272219e+01
     49.9          8.264448e+01        4.271690e+01
     50.0          8.264445e+01        4.271162e+01
