Wavelength (Angstroms)     Irradiance (Watts/m2/Angstrom)
      4043.0000                     2.169208e-01
      4043.0100                     2.127027e-01
      4043.0200                     2.066972e-01
      4043.0300                     1.997622e-01
      4043.0400                     1.933039e-01
      4043.0500                     1.894432e-01
      4043.0600                     1.891097e-01
      4043.0700                     1.921366e-01
      4043.0800                     1.973323e-01
      4043.0900                     2.031952e-01
      4043.1000                     2.085339e-01
      4043.1100                     2.128001e-01
      4043.1200                     2.159939e-01
      4043.1300                     2.183058e-01
      4043.1400                     2.197837e-01
      4043.1500                     2.205227e-01
      4043.1600                     2.205706e-01
      4043.1700                     2.202133e-01
      4043.1800                     2.198322e-01
      4043.1900                     2.197370e-01
      4043.2000                     2.200947e-01
      4043.2100                     2.207623e-01
      4043.2200                     2.214536e-01
      4043.2300                     2.219305e-01
      4043.2400                     2.220261e-01
      4043.2500                     2.218356e-01
      4043.2600                     2.215260e-01
      4043.2700                     2.212164e-01
      4043.2800                     2.209544e-01
      4043.2900                     2.207640e-01
      4043.3000                     2.204782e-01
      4043.3100                     2.199541e-01
      4043.3200                     2.189533e-01
      4043.3300                     2.172137e-01
      4043.3400                     2.146161e-01
      4043.3500                     2.111605e-01
      4043.3600                     2.073236e-01
      4043.3700                     2.038680e-01
      4043.3800                     2.017471e-01
      4043.3900                     2.016281e-01
      4043.4000                     2.035350e-01
      4043.4100                     2.068956e-01
      4043.4200                     2.105661e-01
      4043.4300                     2.137838e-01
      4043.4400                     2.161197e-01
      4043.4500                     2.174307e-01
      4043.4600                     2.176454e-01
      4043.4700                     2.169306e-01
      4043.4800                     2.155723e-01
      4043.4900                     2.140234e-01
      4043.5000                     2.129272e-01
      4043.5100                     2.128083e-01
      4043.5200                     2.135950e-01
      4043.5300                     2.149775e-01
      4043.5400                     2.164554e-01
      4043.5500                     2.176473e-01
      4043.5600                     2.183863e-01
      4043.5700                     2.187679e-01
      4043.5800                     2.190779e-01
      4043.5900                     2.195310e-01
      4043.6000                     2.204130e-01
      4043.6100                     2.215573e-01
      4043.6200                     2.227492e-01
      4043.6300                     2.236789e-01
      4043.6400                     2.241558e-01
      4043.6500                     2.239415e-01
      4043.6600                     2.227262e-01
      4043.6700                     2.201285e-01
      4043.6800                     2.156956e-01
      4043.6900                     2.091654e-01
      4043.7000                     2.014911e-01
      4043.7100                     1.944126e-01
      4043.7200                     1.899797e-01
      4043.7300                     1.896462e-01
      4043.7400                     1.932930e-01
      4043.7500                     1.994185e-01
      4043.7600                     2.061399e-01
      4043.7700                     2.121224e-01
      4043.7800                     2.166034e-01
      4043.7900                     2.196305e-01
      4043.8000                     2.212753e-01
      4043.8100                     2.216569e-01
      4043.8200                     2.208229e-01
      4043.8300                     2.189163e-01
      4043.8400                     2.161995e-01
      4043.8500                     2.130297e-01
      4043.8600                     2.097408e-01
      4043.8700                     2.065711e-01
      4043.8800                     2.039495e-01
      4043.8900                     2.025196e-01
      4043.9000                     2.029250e-01
      4043.9100                     2.053802e-01
      4043.9200                     2.093368e-01
      4043.9300                     2.137702e-01
      4043.9400                     2.178461e-01
      4043.9500                     2.208733e-01
      4043.9600                     2.224466e-01
      4043.9700                     2.223753e-01
      4043.9800                     2.204449e-01
      4043.9900                     2.160119e-01
      4044.0000                     2.086234e-01
      4044.0100                     1.983033e-01
      4044.0200                     1.860048e-01
      4044.0300                     1.740639e-01
      4044.0400                     1.658650e-01
      4044.0500                     1.641490e-01
      4044.0600                     1.698218e-01
      4044.0700                     1.801424e-01
      4044.0800                     1.918216e-01
      4044.0900                     2.022852e-01
      4044.1000                     2.102700e-01
      4044.1100                     2.156569e-01
      4044.1200                     2.189224e-01
      4044.1300                     2.206149e-01
      4044.1400                     2.212825e-01
      4044.1500                     2.214257e-01
      4044.1600                     2.215689e-01
      4044.1700                     2.218313e-01
      4044.1800                     2.222606e-01
      4044.1900                     2.226898e-01
      4044.2000                     2.230952e-01
      4044.2100                     2.234053e-01
      4044.2200                     2.236439e-01
      4044.2300                     2.238586e-01
      4044.2400                     2.240972e-01
      4044.2500                     2.243357e-01
      4044.2600                     2.245266e-01
      4044.2700                     2.245984e-01
      4044.2800                     2.244794e-01
      4044.2900                     2.241459e-01
      4044.3000                     2.236933e-01
      4044.3100                     2.231929e-01
      4044.3200                     2.226688e-01
      4044.3300                     2.221446e-01
      4044.3400                     2.214774e-01
      4044.3500                     2.205004e-01
      4044.3600                     2.190467e-01
      4044.3700                     2.170924e-01
      4044.3800                     2.147806e-01
      4044.3900                     2.123019e-01
      4044.4000                     2.095610e-01
      4044.4100                     2.063434e-01
      4044.4200                     2.021486e-01
      4044.4300                     1.966904e-01
      4044.4400                     1.902074e-01
      4044.4500                     1.835813e-01
      4044.4600                     1.779086e-01
      4044.4700                     1.743334e-01
      4044.4800                     1.736185e-01
      4044.4900                     1.759546e-01
      4044.5000                     1.807934e-01
      4044.5100                     1.870862e-01
      4044.5200                     1.937603e-01
      4044.5300                     1.997433e-01
      4044.5400                     2.045822e-01
      4044.5500                     2.082530e-01
      4044.5600                     2.110182e-01
      4044.5700                     2.131160e-01
      4044.5800                     2.147132e-01
      4044.5900                     2.159528e-01
      4044.6000                     2.168826e-01
      4044.6100                     2.175741e-01
      4044.6200                     2.180987e-01
      4044.6300                     2.185518e-01
      4044.6400                     2.188619e-01
      4044.6500                     2.189097e-01
      4044.6600                     2.186001e-01
      4044.6700                     2.177899e-01
      4044.6800                     2.163838e-01
      4044.6900                     2.143579e-01
      4044.7000                     2.118791e-01
      4044.7100                     2.091382e-01
      4044.7200                     2.066117e-01
      4044.7300                     2.046574e-01
      4044.7400                     2.035373e-01
      4044.7500                     2.031323e-01
      4044.7600                     2.027272e-01
      4044.7700                     2.011781e-01
      4044.7800                     1.972453e-01
      4044.7900                     1.903329e-01
      4044.8000                     1.810131e-01
      4044.8100                     1.712642e-01
      4044.8200                     1.630885e-01
      4044.8300                     1.582022e-01
      4044.8400                     1.566053e-01
      4044.8500                     1.565578e-01
      4044.8600                     1.555806e-01
      4044.8700                     1.520530e-01
      4044.8800                     1.462847e-01
      4044.8900                     1.403734e-01
      4044.9000                     1.367742e-01
      4044.9100                     1.362499e-01
      4044.9200                     1.378233e-01
      4044.9300                     1.396111e-01
      4044.9400                     1.398258e-01
      4044.9500                     1.375376e-01
      4044.9600                     1.326751e-01
      4044.9700                     1.253812e-01
      4044.9800                     1.154652e-01
      4044.9900                     1.032132e-01
      4045.0000                     8.903041e-02
      4045.0100                     7.415633e-02
      4045.0200                     6.037871e-02
      4045.0300                     4.948532e-02
      4045.0400                     4.281104e-02
      4045.0500                     4.116633e-02
      4045.0600                     4.412215e-02
      4045.0700                     5.000992e-02
      4045.0800                     5.575468e-02
      4045.0900                     5.894889e-02
      4045.1000                     5.928267e-02
      4045.1100                     5.859145e-02
      4045.1200                     6.011708e-02
