velocity,3934.78,3969.59
-50.0,3.754493,2.351224
-49.9,3.750332,2.350272
-49.8,3.746171,2.348855
-49.7,3.742011,2.346718
-49.6,3.73785,2.344582
-49.5,3.733852,2.342446
-49.4,3.730615,2.34031
-49.3,3.727377,2.338174
-49.2,3.72414,2.336037
-49.1,3.720902,2.333901
-49.0,3.717664,2.33137
-48.9,3.714427,2.32876
-48.8,3.711189,2.32615
-48.7,3.707697,2.32354
-48.6,3.703998,2.32093
-48.5,3.700299,2.31832
-48.4,3.6966,2.315709
-48.3,3.692901,2.31297
-48.2,3.689201,2.309886
-48.1,3.685502,2.306803
-48.0,3.681803,2.303719
-47.9,3.677678,2.300635
-47.8,3.673517,2.297552
-47.7,3.669357,2.294468
-47.6,3.665196,2.291385
-47.5,3.661036,2.287794
-47.4,3.656875,2.283999
-47.3,3.652715,2.280205
-47.2,3.648691,2.27641
-47.1,3.644992,2.272616
-47.0,3.641294,2.268822
-46.9,3.637595,2.265027
-46.8,3.633896,2.261196
-46.7,3.630197,2.257165
-46.6,3.626498,2.253134
-46.5,3.622799,2.249103
-46.4,3.619038,2.245072
-46.3,3.615247,2.241041
-46.2,3.611456,2.23701
-46.1,3.607664,2.232979
-46.0,3.603873,2.229229
-45.9,3.600082,2.225672
-45.8,3.596291,2.222115
-45.7,3.592521,2.218557
-45.6,3.588822,2.215
-45.5,3.585123,2.211443
-45.4,3.581425,2.207885
-45.3,3.577726,2.204369
-45.2,3.574028,2.201996
-45.1,3.570329,2.199623
-45.0,3.56663,2.197251
-44.9,3.562932,2.194878
-44.8,3.559233,2.192505
-44.7,3.555535,2.190133
-44.6,3.551836,2.18776
-44.5,3.548137,2.185725
-44.4,3.544439,2.184063
-44.3,3.54074,2.1824
-44.2,3.537042,2.180738
-44.1,3.533343,2.179076
-44.0,3.529645,2.177414
-43.9,3.525946,2.175752
-43.8,3.522248,2.17409
-43.7,3.518549,2.172211
-43.6,3.51485,2.170313
-43.5,3.511152,2.168414
-43.4,3.507292,2.166515
-43.3,3.503132,2.164616
-43.2,3.498973,2.162717
-43.1,3.494813,2.160818
-43.0,3.490653,2.158835
-42.9,3.486493,2.1567
-42.8,3.482333,2.154564
-42.7,3.478173,2.152428
-42.6,3.474014,2.150292
-42.5,3.469854,2.148157
-42.4,3.465694,2.146021
-42.3,3.461535,2.143885
-42.2,3.457375,2.14175
-42.1,3.453215,2.139614
-42.0,3.449056,2.137478
-41.9,3.444985,2.135343
-41.8,3.441748,2.133207
-41.7,3.438511,2.131072
-41.6,3.435275,2.128936
