                                 g_value (photons/atom/s)
Velocity (km/s)      4031.90 A           4034.21 A           4035.63 A
     -4.2          3.328330e-01        1.976420e-01        2.785323e-01
     -4.1          3.173214e-01        1.886167e-01        2.656246e-01
     -4.0          3.018097e-01        1.795914e-01        2.527168e-01
     -3.9          2.862980e-01        1.705661e-01        2.398090e-01
     -3.8          2.707863e-01        1.615408e-01        2.269013e-01
     -3.7          2.563942e-01        1.531608e-01        2.142943e-01
     -3.6          2.460946e-01        1.482380e-01        2.046087e-01
     -3.5          2.357949e-01        1.433151e-01        1.949232e-01
     -3.4          2.254952e-01        1.383922e-01        1.852376e-01
     -3.3          2.151956e-01        1.334693e-01        1.755520e-01
     -3.2          2.048959e-01        1.285464e-01        1.658664e-01
     -3.1          1.945962e-01        1.236235e-01        1.561808e-01
     -3.0          1.842965e-01        1.187006e-01        1.464953e-01
     -2.9          1.775407e-01        1.156120e-01        1.392209e-01
     -2.8          1.718325e-01        1.132417e-01        1.332039e-01
     -2.7          1.661242e-01        1.108714e-01        1.271868e-01
     -2.6          1.604160e-01        1.085010e-01        1.211698e-01
     -2.5          1.547078e-01        1.061307e-01        1.151527e-01
     -2.4          1.489995e-01        1.037604e-01        1.091357e-01
     -2.3          1.432913e-01        1.013901e-01        1.031186e-01
     -2.2          1.385217e-01        9.941952e-02        9.773696e-02
     -2.1          1.356675e-01        9.847742e-02        9.459256e-02
     -2.0          1.328134e-01        9.753531e-02        9.144817e-02
     -1.9          1.299592e-01        9.659321e-02        8.830377e-02
     -1.8          1.271051e-01        9.565110e-02        8.515938e-02
     -1.7          1.242509e-01        9.470900e-02        8.201499e-02
     -1.6          1.213968e-01        9.376689e-02        7.887059e-02
     -1.5          1.185426e-01        9.282479e-02        7.572620e-02
     -1.4          1.170077e-01        9.257281e-02        7.393804e-02
     -1.3          1.156426e-01        9.245115e-02        7.252110e-02
     -1.2          1.142775e-01        9.232950e-02        7.110416e-02
     -1.1          1.129124e-01        9.220784e-02        6.968722e-02
     -1.0          1.115474e-01        9.208619e-02        6.827028e-02
     -0.9          1.101823e-01        9.196454e-02        6.685334e-02
     -0.8          1.088172e-01        9.184288e-02        6.543640e-02
     -0.7          1.078186e-01        9.206362e-02        6.439205e-02
     -0.6          1.072807e-01        9.279277e-02        6.404261e-02
     -0.5          1.067429e-01        9.352192e-02        6.369317e-02
     -0.4          1.062051e-01        9.425107e-02        6.334373e-02
     -0.3          1.056673e-01        9.498022e-02        6.299429e-02
     -0.2          1.051294e-01        9.570938e-02        6.264485e-02
     -0.1          1.045916e-01        9.643853e-02        6.229541e-02
      0.0          1.040538e-01        9.716768e-02        6.194598e-02
      0.1          1.044673e-01        9.912672e-02        6.235138e-02
      0.2          1.048807e-01        1.011321e-01        6.282876e-02
      0.3          1.052942e-01        1.031374e-01        6.330614e-02
      0.4          1.057077e-01        1.051428e-01        6.378352e-02
      0.5          1.061212e-01        1.071481e-01        6.426090e-02
      0.6          1.065347e-01        1.091535e-01        6.473829e-02
      0.7          1.069482e-01        1.111588e-01        6.521567e-02
      0.8          1.079607e-01        1.141692e-01        6.634969e-02
      0.9          1.094495e-01        1.180887e-01        6.782465e-02
      1.0          1.109384e-01        1.220083e-01        6.929962e-02
      1.1          1.124272e-01        1.259279e-01        7.077458e-02
      1.2          1.139161e-01        1.298475e-01        7.224955e-02
      1.3          1.154050e-01        1.337671e-01        7.372451e-02
      1.4          1.168938e-01        1.376867e-01        7.519948e-02
      1.5          1.185852e-01        1.418107e-01        7.701505e-02
      1.6          1.218494e-01        1.481003e-01        8.002324e-02
      1.7          1.251136e-01        1.543899e-01        8.303144e-02
      1.8          1.283778e-01        1.606795e-01        8.603964e-02
      1.9          1.316421e-01        1.669691e-01        8.904784e-02
      2.0          1.349063e-01        1.732587e-01        9.205603e-02
      2.1          1.381705e-01        1.795482e-01        9.506423e-02
      2.2          1.414347e-01        1.858378e-01        9.807243e-02
      2.3          1.472407e-01        1.936030e-01        1.027282e-01
      2.4          1.534859e-01        2.021713e-01        1.078324e-01
      2.5          1.597310e-01        2.107397e-01        1.129367e-01
      2.6          1.659762e-01        2.193080e-01        1.180409e-01
      2.7          1.722214e-01        2.278763e-01        1.231451e-01
      2.8          1.784666e-01        2.364446e-01        1.282493e-01
      2.9          1.847118e-01        2.450129e-01        1.333535e-01
      3.0          1.926514e-01        2.538985e-01        1.392049e-01
      3.1          2.030324e-01        2.639859e-01        1.464439e-01
      3.2          2.134134e-01        2.740733e-01        1.536829e-01
      3.3          2.237944e-01        2.841608e-01        1.609219e-01
      3.4          2.341755e-01        2.942482e-01        1.681609e-01
      3.5          2.445565e-01        3.043356e-01        1.753999e-01
      3.6          2.549375e-01        3.144230e-01        1.826389e-01
      3.7          2.653185e-01        3.245104e-01        1.898779e-01
      3.8          2.802175e-01        3.350891e-01        1.983761e-01
      3.9          2.952719e-01        3.458144e-01        2.069929e-01
      4.0          3.103263e-01        3.565397e-01        2.156098e-01
      4.1          3.253808e-01        3.672650e-01        2.242266e-01
      4.2          3.404352e-01        3.779903e-01        2.328434e-01
      4.3          3.554896e-01        3.887157e-01        2.414602e-01
      4.4          3.705441e-01        3.994410e-01        2.500770e-01
      4.5          3.876563e-01        4.102870e-01        2.587865e-01
      4.6          4.066395e-01        4.213768e-01        2.675973e-01
      4.7          4.256228e-01        4.324665e-01        2.764080e-01
      4.8          4.446060e-01        4.435563e-01        2.852188e-01
      4.9          4.635892e-01        4.546460e-01        2.940296e-01
      5.0          4.825725e-01        4.657357e-01        3.028403e-01
      5.1          5.015557e-01        4.768255e-01        3.116511e-01
      5.2          5.207060e-01        4.879152e-01        3.204295e-01
      5.3          5.417569e-01        5.000585e-01        3.284638e-01
      5.4          5.628077e-01        5.123285e-01        3.364981e-01
      5.5          5.838586e-01        5.245984e-01        3.445324e-01
      5.6          6.049094e-01        5.368684e-01        3.525667e-01
      5.7          6.259603e-01        5.491383e-01        3.606010e-01
      5.8          6.470112e-01        5.614082e-01        3.686353e-01
      5.9          6.680620e-01        5.736782e-01        3.766695e-01
      6.0          6.893500e-01        5.867811e-01        3.842101e-01
      6.1          7.107727e-01        6.003618e-01        3.914292e-01
      6.2          7.321954e-01        6.139426e-01        3.986482e-01
      6.3          7.536181e-01        6.275234e-01        4.058673e-01
      6.4          7.750407e-01        6.411042e-01        4.130864e-01
      6.5          7.964634e-01        6.546850e-01        4.203055e-01
      6.6          8.178861e-01        6.682658e-01        4.275245e-01
      6.7          8.391959e-01        6.821394e-01        4.347107e-01
      6.8          8.600392e-01        6.972087e-01        4.417355e-01
      6.9          8.808825e-01        7.122780e-01        4.487604e-01
      7.0          9.017257e-01        7.273474e-01        4.557852e-01
      7.1          9.225690e-01        7.424167e-01        4.628100e-01
      7.2          9.434123e-01        7.574860e-01        4.698349e-01
      7.3          9.642556e-01        7.725554e-01        4.768597e-01
      7.4          9.850989e-01        7.876247e-01        4.838846e-01
      7.5          1.005196e+00        8.032926e-01        4.914076e-01
      7.6          1.025046e+00        8.191516e-01        4.991116e-01
      7.7          1.044896e+00        8.350107e-01        5.068156e-01
      7.8          1.064747e+00        8.508697e-01        5.145196e-01
      7.9          1.084597e+00        8.667287e-01        5.222236e-01
      8.0          1.104447e+00        8.825878e-01        5.299276e-01
      8.1          1.124298e+00        8.984468e-01        5.376316e-01
      8.2          1.143662e+00        9.142087e-01        5.457396e-01
      8.3          1.161941e+00        9.297637e-01        5.548019e-01
      8.4          1.180219e+00        9.453186e-01        5.638642e-01
      8.5          1.198498e+00        9.608735e-01        5.729265e-01
      8.6          1.216776e+00        9.764284e-01        5.819888e-01
      8.7          1.235055e+00        9.919834e-01        5.910512e-01
      8.8          1.253333e+00        1.007538e+00        6.001135e-01
      8.9          1.271611e+00        1.023093e+00        6.091758e-01
      9.0          1.288027e+00        1.038193e+00        6.194916e-01
      9.1          1.304155e+00        1.053231e+00        6.300093e-01
      9.2          1.320282e+00        1.068269e+00        6.405269e-01
      9.3          1.336410e+00        1.083308e+00        6.510446e-01
      9.4          1.352537e+00        1.098346e+00        6.615623e-01
      9.5          1.368665e+00        1.113384e+00        6.720799e-01
      9.6          1.384793e+00        1.128422e+00        6.825976e-01
      9.7          1.399783e+00        1.143313e+00        6.934287e-01
      9.8          1.413222e+00        1.158016e+00        7.046837e-01
      9.9          1.426661e+00        1.172720e+00        7.159386e-01
     10.0          1.440100e+00        1.187424e+00        7.271935e-01
     10.1          1.453539e+00        1.202127e+00        7.384484e-01
     10.2          1.466978e+00        1.216831e+00        7.497034e-01
     10.3          1.480417e+00        1.231535e+00        7.609583e-01
     10.4          1.493856e+00        1.246237e+00        7.722132e-01
     10.5          1.504052e+00        1.260484e+00        7.832184e-01
     10.6          1.514183e+00        1.274732e+00        7.942208e-01
     10.7          1.524313e+00        1.288980e+00        8.052231e-01
     10.8          1.534444e+00        1.303227e+00        8.162255e-01
     10.9          1.544575e+00        1.317475e+00        8.272279e-01
     11.0          1.554705e+00        1.331723e+00        8.382303e-01
     11.1          1.564836e+00        1.345970e+00        8.492327e-01
     11.2          1.572945e+00        1.359601e+00        8.594623e-01
     11.3          1.579311e+00        1.372755e+00        8.690673e-01
     11.4          1.585678e+00        1.385908e+00        8.786724e-01
     11.5          1.592045e+00        1.399062e+00        8.882774e-01
     11.6          1.598412e+00        1.412216e+00        8.978825e-01
     11.7          1.604779e+00        1.425370e+00        9.074875e-01
     11.8          1.611145e+00        1.438523e+00        9.170926e-01
     11.9          1.617103e+00        1.451456e+00        9.264297e-01
     12.0          1.619128e+00        1.462847e+00        9.337446e-01
     12.1          1.621153e+00        1.474238e+00        9.410596e-01
     12.2          1.623177e+00        1.485630e+00        9.483745e-01
     12.3          1.625202e+00        1.497021e+00        9.556894e-01
     12.4          1.627226e+00        1.508412e+00        9.630043e-01
     12.5          1.629251e+00        1.519804e+00        9.703192e-01
     12.6          1.631275e+00        1.531195e+00        9.776342e-01
     12.7          1.630014e+00        1.541104e+00        9.829406e-01
     12.8          1.626993e+00        1.550338e+00        9.873058e-01
     12.9          1.623973e+00        1.559572e+00        9.916709e-01
     13.0          1.620952e+00        1.568806e+00        9.960361e-01
     13.1          1.617931e+00        1.578041e+00        1.000401e+00
     13.2          1.614910e+00        1.587275e+00        1.004766e+00
     13.3          1.611889e+00        1.596509e+00        1.009132e+00
     13.4          1.607602e+00        1.605230e+00        1.012703e+00
     13.5          1.598502e+00        1.612398e+00        1.013828e+00
     13.6          1.589403e+00        1.619566e+00        1.014952e+00
     13.7          1.580303e+00        1.626734e+00        1.016076e+00
     13.8          1.571203e+00        1.633902e+00        1.017201e+00
     13.9          1.562103e+00        1.641070e+00        1.018325e+00
     14.0          1.553003e+00        1.648239e+00        1.019450e+00
     14.1          1.543903e+00        1.655407e+00        1.020574e+00
     14.2          1.529613e+00        1.661197e+00        1.019030e+00
     14.3          1.513731e+00        1.666664e+00        1.016856e+00
     14.4          1.497849e+00        1.672130e+00        1.014681e+00
     14.5          1.481967e+00        1.677597e+00        1.012506e+00
     14.6          1.466085e+00        1.683063e+00        1.010332e+00
     14.7          1.450203e+00        1.688530e+00        1.008157e+00
     14.8          1.434322e+00        1.693996e+00        1.005982e+00
     14.9          1.416067e+00        1.699035e+00        1.002644e+00
     15.0          1.392825e+00        1.703347e+00        9.973448e-01
     15.1          1.369583e+00        1.707659e+00        9.920460e-01
     15.2          1.346340e+00        1.711971e+00        9.867472e-01
     15.3          1.323098e+00        1.716283e+00        9.814485e-01
     15.4          1.299855e+00        1.720595e+00        9.761497e-01
     15.5          1.276613e+00        1.724907e+00        9.708509e-01
     15.6          1.253371e+00        1.729219e+00        9.655522e-01
     15.7          1.225074e+00        1.732823e+00        9.578726e-01
     15.8          1.196084e+00        1.736375e+00        9.500318e-01
     15.9          1.167094e+00        1.739927e+00        9.421909e-01
     16.0          1.138104e+00        1.743480e+00        9.343501e-01
     16.1          1.109114e+00        1.747032e+00        9.265093e-01
     16.2          1.080123e+00        1.750585e+00        9.186685e-01
     16.3          1.051133e+00        1.754137e+00        9.108277e-01
     16.4          1.021187e+00        1.757480e+00        9.023168e-01
     16.5          9.900056e-01        1.760607e+00        8.931372e-01
     16.6          9.588242e-01        1.763734e+00        8.839576e-01
     16.7          9.276428e-01        1.766861e+00        8.747780e-01
     16.8          8.964614e-01        1.769988e+00        8.655984e-01
     16.9          8.652800e-01        1.773115e+00        8.564188e-01
     17.0          8.340986e-01        1.776242e+00        8.472391e-01
     17.1          8.029172e-01        1.779349e+00        8.380720e-01
     17.2          7.749818e-01        1.782111e+00        8.290867e-01
     17.3          7.470679e-01        1.784874e+00        8.201013e-01
     17.4          7.191540e-01        1.787636e+00        8.111159e-01
     17.5          6.912401e-01        1.790398e+00        8.021305e-01
     17.6          6.633262e-01        1.793161e+00        7.931451e-01
     17.7          6.354123e-01        1.795923e+00        7.841597e-01
     17.8          6.074984e-01        1.798686e+00        7.751743e-01
     17.9          5.841826e-01        1.801186e+00        7.673961e-01
     18.0          5.646223e-01        1.803523e+00        7.603320e-01
     18.1          5.450620e-01        1.805860e+00        7.532679e-01
     18.2          5.255017e-01        1.808197e+00        7.462038e-01
     18.3          5.059413e-01        1.810534e+00        7.391396e-01
     18.4          4.863810e-01        1.812871e+00        7.320755e-01
     18.5          4.668207e-01        1.815208e+00        7.250114e-01
     18.6          4.483450e-01        1.817438e+00        7.185711e-01
     18.7          4.388749e-01        1.819167e+00        7.147515e-01
     18.8          4.294048e-01        1.820897e+00        7.109319e-01
     18.9          4.199347e-01        1.822626e+00        7.071123e-01
     19.0          4.104646e-01        1.824356e+00        7.032927e-01
     19.1          4.009945e-01        1.826085e+00        6.994731e-01
     19.2          3.915244e-01        1.827814e+00        6.956535e-01
     19.3          3.820543e-01        1.829544e+00        6.918339e-01
     19.4          3.789869e-01        1.830668e+00        6.920311e-01
     19.5          3.791519e-01        1.831577e+00        6.924960e-01
     19.6          3.793169e-01        1.832486e+00        6.929609e-01
     19.7          3.794818e-01        1.833395e+00        6.934257e-01
     19.8          3.796468e-01        1.834304e+00        6.938906e-01
     19.9          3.798117e-01        1.835213e+00        6.943555e-01
     20.0          3.799767e-01        1.836122e+00        6.948203e-01
     20.1          3.821709e-01        1.836722e+00        6.974745e-01
     20.2          3.914951e-01        1.836598e+00        7.023053e-01
     20.3          4.008193e-01        1.836475e+00        7.071361e-01
     20.4          4.101435e-01        1.836351e+00        7.119668e-01
     20.5          4.194677e-01        1.836227e+00        7.167976e-01
     20.6          4.287920e-01        1.836104e+00        7.216284e-01
     20.7          4.381162e-01        1.835980e+00        7.264592e-01
     20.8          4.474404e-01        1.835856e+00        7.315335e-01
     20.9          4.648041e-01        1.834686e+00        7.400897e-01
     21.0          4.825017e-01        1.833348e+00        7.486459e-01
     21.1          5.001992e-01        1.832009e+00        7.572022e-01
     21.2          5.178968e-01        1.830670e+00        7.657584e-01
     21.3          5.355944e-01        1.829331e+00        7.743146e-01
     21.4          5.532920e-01        1.827992e+00        7.828709e-01
     21.5          5.709896e-01        1.826653e+00        7.914271e-01
     21.6          5.927075e-01        1.824686e+00        8.014852e-01
     21.7          6.181787e-01        1.821859e+00        8.124280e-01
     21.8          6.436499e-01        1.819031e+00        8.233709e-01
     21.9          6.691211e-01        1.816204e+00        8.343137e-01
     22.0          6.945922e-01        1.813376e+00        8.452565e-01
     22.1          7.200634e-01        1.810549e+00        8.561994e-01
     22.2          7.455346e-01        1.807722e+00        8.671422e-01
     22.3          7.713587e-01        1.804894e+00        8.782312e-01
     22.4          8.015846e-01        1.800214e+00        8.899305e-01
     22.5          8.318105e-01        1.795504e+00        9.016297e-01
     22.6          8.620364e-01        1.790793e+00        9.133290e-01
     22.7          8.922622e-01        1.786082e+00        9.250283e-01
     22.8          9.224881e-01        1.781371e+00        9.367276e-01
     22.9          9.527140e-01        1.776661e+00        9.484269e-01
     23.0          9.829399e-01        1.771950e+00        9.601262e-01
     23.1          1.014183e+00        1.766047e+00        9.712818e-01
     23.2          1.046022e+00        1.759150e+00        9.822630e-01
     23.3          1.077860e+00        1.752252e+00        9.932442e-01
     23.4          1.109698e+00        1.745355e+00        1.004225e+00
     23.5          1.141536e+00        1.738457e+00        1.015207e+00
     23.6          1.173374e+00        1.731559e+00        1.026188e+00
     23.7          1.205212e+00        1.724662e+00        1.037169e+00
     23.8          1.236770e+00        1.717448e+00        1.047515e+00
     23.9          1.267118e+00        1.707576e+00        1.056517e+00
     24.0          1.297467e+00        1.697703e+00        1.065519e+00
     24.1          1.327816e+00        1.687831e+00        1.074521e+00
     24.2          1.358165e+00        1.677958e+00        1.083522e+00
     24.3          1.388514e+00        1.668086e+00        1.092524e+00
     24.4          1.418863e+00        1.658213e+00        1.101526e+00
     24.5          1.449212e+00        1.648341e+00        1.110528e+00
     24.6          1.476694e+00        1.635527e+00        1.117297e+00
     24.7          1.503197e+00        1.622190e+00        1.123777e+00
     24.8          1.529700e+00        1.608852e+00        1.130256e+00
     24.9          1.556203e+00        1.595515e+00        1.136735e+00
     25.0          1.582706e+00        1.582178e+00        1.143214e+00
     25.1          1.609208e+00        1.568840e+00        1.149694e+00
     25.2          1.635711e+00        1.555503e+00        1.156173e+00
     25.3          1.660539e+00        1.540272e+00        1.161476e+00
     25.4          1.681500e+00        1.522317e+00        1.165336e+00
     25.5          1.702462e+00        1.504363e+00        1.169196e+00
     25.6          1.723424e+00        1.486408e+00        1.173056e+00
     25.7          1.744385e+00        1.468453e+00        1.176916e+00
     25.8          1.765347e+00        1.450499e+00        1.180775e+00
     25.9          1.786309e+00        1.432544e+00        1.184635e+00
     26.0          1.807270e+00        1.414590e+00        1.188464e+00
     26.1          1.822688e+00        1.391501e+00        1.189879e+00
     26.2          1.837199e+00        1.368262e+00        1.191294e+00
     26.3          1.851710e+00        1.345022e+00        1.192709e+00
     26.4          1.866221e+00        1.321783e+00        1.194124e+00
     26.5          1.880732e+00        1.298543e+00        1.195539e+00
     26.6          1.895243e+00        1.275304e+00        1.196954e+00
     26.7          1.909754e+00        1.252065e+00        1.198369e+00
     26.8          1.921562e+00        1.226398e+00        1.198497e+00
     26.9          1.929581e+00        1.198602e+00        1.197681e+00
     27.0          1.937600e+00        1.170807e+00        1.196864e+00
     27.1          1.945619e+00        1.143011e+00        1.196048e+00
     27.2          1.953639e+00        1.115215e+00        1.195232e+00
     27.3          1.961658e+00        1.087419e+00        1.194415e+00
     27.4          1.969677e+00        1.059624e+00        1.193599e+00
     27.5          1.977696e+00        1.031622e+00        1.192551e+00
     27.6          1.979919e+00        1.001640e+00        1.190085e+00
     27.7          1.981984e+00        9.716583e-01        1.187620e+00
     27.8          1.984049e+00        9.416762e-01        1.185154e+00
     27.9          1.986114e+00        9.116941e-01        1.182689e+00
     28.0          1.988179e+00        8.817119e-01        1.180223e+00
     28.1          1.990244e+00        8.517298e-01        1.177758e+00
     28.2          1.992309e+00        8.217477e-01        1.175292e+00
     28.3          1.992027e+00        7.932189e-01        1.172321e+00
     28.4          1.989668e+00        7.654547e-01        1.169138e+00
     28.5          1.987309e+00        7.376905e-01        1.165954e+00
     28.6          1.984950e+00        7.099262e-01        1.162771e+00
     28.7          1.982591e+00        6.821620e-01        1.159588e+00
     28.8          1.980231e+00        6.543977e-01        1.156405e+00
     28.9          1.977872e+00        6.266335e-01        1.153221e+00
     29.0          1.975354e+00        6.002639e-01        1.150184e+00
     29.1          1.971176e+00        5.789397e-01        1.147544e+00
     29.2          1.966997e+00        5.576156e-01        1.144904e+00
     29.3          1.962819e+00        5.362914e-01        1.142264e+00
     29.4          1.958641e+00        5.149672e-01        1.139624e+00
     29.5          1.954462e+00        4.936430e-01        1.136984e+00
     29.6          1.950284e+00        4.723189e-01        1.134344e+00
     29.7          1.946105e+00        4.509947e-01        1.131704e+00
     29.8          1.942700e+00        4.360737e-01        1.130469e+00
     29.9          1.939721e+00        4.229816e-01        1.129517e+00
     30.0          1.936741e+00        4.098894e-01        1.128565e+00
     30.1          1.933762e+00        3.967973e-01        1.127613e+00
     30.2          1.930783e+00        3.837051e-01        1.126661e+00
     30.3          1.927803e+00        3.706130e-01        1.125709e+00
     30.4          1.924824e+00        3.575208e-01        1.124757e+00
     30.5          1.922670e+00        3.469730e-01        1.124628e+00
     30.6          1.923784e+00        3.413837e-01        1.125751e+00
     30.7          1.924898e+00        3.357943e-01        1.126875e+00
     30.8          1.926012e+00        3.302049e-01        1.127999e+00
     30.9          1.927126e+00        3.246156e-01        1.129123e+00
     31.0          1.928240e+00        3.190262e-01        1.130247e+00
     31.1          1.929354e+00        3.134368e-01        1.131371e+00
     31.2          1.930468e+00        3.078474e-01        1.132495e+00
     31.3          1.935879e+00        3.081109e-01        1.135091e+00
     31.4          1.942658e+00        3.090218e-01        1.137747e+00
     31.5          1.949436e+00        3.099326e-01        1.140404e+00
     31.6          1.956215e+00        3.108435e-01        1.143061e+00
     31.7          1.962993e+00        3.117544e-01        1.145717e+00
     31.8          1.969772e+00        3.126652e-01        1.148374e+00
     31.9          1.976550e+00        3.135761e-01        1.151031e+00
     32.0          1.984934e+00        3.175581e-01        1.153993e+00
     32.1          1.996798e+00        3.251209e-01        1.157231e+00
     32.2          2.008662e+00        3.326837e-01        1.160470e+00
     32.3          2.020525e+00        3.402465e-01        1.163709e+00
     32.4          2.032389e+00        3.478092e-01        1.166947e+00
     32.5          2.044252e+00        3.553720e-01        1.170186e+00
     32.6          2.056116e+00        3.629348e-01        1.173425e+00
     32.7          2.067980e+00        3.706706e-01        1.176633e+00
     32.8          2.082297e+00        3.857660e-01        1.179522e+00
     32.9          2.096972e+00        4.008614e-01        1.182411e+00
     33.0          2.111647e+00        4.159569e-01        1.185301e+00
     33.1          2.126322e+00        4.310523e-01        1.188190e+00
     33.2          2.140997e+00        4.461477e-01        1.191080e+00
     33.3          2.155672e+00        4.612432e-01        1.193969e+00
     33.4          2.170348e+00        4.763386e-01        1.196858e+00
     33.5          2.184951e+00        4.959058e-01        1.199179e+00
     33.6          2.199460e+00        5.186551e-01        1.201195e+00
     33.7          2.213970e+00        5.414043e-01        1.203211e+00
     33.8          2.228479e+00        5.641535e-01        1.205227e+00
     33.9          2.242988e+00        5.869027e-01        1.207244e+00
     34.0          2.257497e+00        6.096519e-01        1.209260e+00
     34.1          2.272006e+00        6.324012e-01        1.211276e+00
     34.2          2.286516e+00        6.559548e-01        1.213045e+00
     34.3          2.297720e+00        6.842317e-01        1.213917e+00
     34.4          2.308880e+00        7.125086e-01        1.214789e+00
     34.5          2.320040e+00        7.407856e-01        1.215660e+00
     34.6          2.331200e+00        7.690625e-01        1.216532e+00
     34.7          2.342360e+00        7.973394e-01        1.217403e+00
     34.8          2.353520e+00        8.256163e-01        1.218275e+00
     34.9          2.364680e+00        8.538933e-01        1.219147e+00
     35.0          2.372962e+00        8.832002e-01        1.219141e+00
     35.1          2.378830e+00        9.129343e-01        1.218887e+00
     35.2          2.384698e+00        9.426685e-01        1.218634e+00
     35.3          2.390566e+00        9.724026e-01        1.218380e+00
     35.4          2.396434e+00        1.002137e+00        1.218126e+00
     35.5          2.402302e+00        1.031871e+00        1.217873e+00
     35.6          2.408170e+00        1.061605e+00        1.217619e+00
     35.7          2.413388e+00        1.090549e+00        1.217072e+00
     35.8          2.412806e+00        1.117337e+00        1.215965e+00
     35.9          2.412225e+00        1.144125e+00        1.214858e+00
     36.0          2.411643e+00        1.170912e+00        1.213750e+00
     36.1          2.411061e+00        1.197700e+00        1.212643e+00
     36.2          2.410480e+00        1.224487e+00        1.211536e+00
     36.3          2.409898e+00        1.251275e+00        1.210429e+00
     36.4          2.409316e+00        1.278063e+00        1.209321e+00
     36.5          2.403947e+00        1.299812e+00        1.207915e+00
     36.6          2.396089e+00        1.320524e+00        1.206478e+00
     36.7          2.388231e+00        1.341237e+00        1.205041e+00
     36.8          2.380373e+00        1.361949e+00        1.203604e+00
     36.9          2.372515e+00        1.382662e+00        1.202167e+00
     37.0          2.364657e+00        1.403374e+00        1.200730e+00
     37.1          2.356799e+00        1.424087e+00        1.199292e+00
     37.2          2.347146e+00        1.441892e+00        1.198007e+00
     37.3          2.330936e+00        1.455163e+00        1.196892e+00
     37.4          2.314727e+00        1.468434e+00        1.195777e+00
     37.5          2.298518e+00        1.481705e+00        1.194662e+00
     37.6          2.282309e+00        1.494976e+00        1.193548e+00
     37.7          2.266100e+00        1.508247e+00        1.192433e+00
     37.8          2.249891e+00        1.521518e+00        1.191318e+00
     37.9          2.233682e+00        1.534789e+00        1.190368e+00
     38.0          2.209525e+00        1.540716e+00        1.190018e+00
     38.1          2.183022e+00        1.546272e+00        1.189667e+00
     38.2          2.156519e+00        1.551828e+00        1.189316e+00
     38.3          2.130016e+00        1.557385e+00        1.188966e+00
     38.4          2.103513e+00        1.562941e+00        1.188615e+00
     38.5          2.077010e+00        1.568497e+00        1.188265e+00
     38.6          2.050507e+00        1.574054e+00        1.187914e+00
     38.7          2.020049e+00        1.575775e+00        1.187912e+00
     38.8          1.981527e+00        1.573860e+00        1.188007e+00
     38.9          1.943006e+00        1.571945e+00        1.188103e+00
     39.0          1.904484e+00        1.570029e+00        1.188198e+00
     39.1          1.865962e+00        1.568114e+00        1.188294e+00
     39.2          1.827441e+00        1.566198e+00        1.188390e+00
     39.3          1.788919e+00        1.564283e+00        1.188485e+00
     39.4          1.749863e+00        1.561822e+00        1.188481e+00
     39.5          1.703434e+00        1.552588e+00        1.188285e+00
     39.6          1.657005e+00        1.543353e+00        1.188090e+00
     39.7          1.610576e+00        1.534118e+00        1.187894e+00
     39.8          1.564147e+00        1.524883e+00        1.187699e+00
     39.9          1.517718e+00        1.515648e+00        1.187504e+00
     40.0          1.471289e+00        1.506414e+00        1.187308e+00
     40.1          1.424860e+00        1.497179e+00        1.187113e+00
     40.2          1.378510e+00        1.483329e+00        1.186107e+00
     40.3          1.332206e+00        1.466836e+00        1.185019e+00
     40.4          1.285902e+00        1.450343e+00        1.183931e+00
     40.5          1.239599e+00        1.433850e+00        1.182844e+00
     40.6          1.193295e+00        1.417356e+00        1.181756e+00
     40.7          1.146991e+00        1.400863e+00        1.180668e+00
     40.8          1.100688e+00        1.384370e+00        1.179580e+00
     40.9          1.056450e+00        1.366578e+00        1.178025e+00
     41.0          1.021516e+00        1.343494e+00        1.175948e+00
     41.1          9.865816e-01        1.320411e+00        1.173871e+00
     41.2          9.516474e-01        1.297327e+00        1.171794e+00
     41.3          9.167132e-01        1.274244e+00        1.169717e+00
     41.4          8.817790e-01        1.251160e+00        1.167640e+00
     41.5          8.468448e-01        1.228076e+00        1.165563e+00
     41.6          8.119106e-01        1.204993e+00        1.163474e+00
     41.7          7.913307e-01        1.179099e+00        1.161087e+00
     41.8          7.758271e-01        1.152311e+00        1.158699e+00
     41.9          7.603235e-01        1.125522e+00        1.156312e+00
     42.0          7.448199e-01        1.098734e+00        1.153924e+00
     42.1          7.293163e-01        1.071945e+00        1.151537e+00
     42.2          7.138127e-01        1.045156e+00        1.149149e+00
     42.3          6.983090e-01        1.018368e+00        1.146762e+00
     42.4          6.891026e-01        9.918034e-01        1.144875e+00
     42.5          6.948894e-01        9.657156e-01        1.143322e+00
     42.6          7.006762e-01        9.396279e-01        1.141769e+00
     42.7          7.064629e-01        9.135402e-01        1.140215e+00
     42.8          7.122497e-01        8.874525e-01        1.138662e+00
     42.9          7.180365e-01        8.613648e-01        1.137109e+00
     43.0          7.238232e-01        8.352771e-01        1.135555e+00
     43.1          7.296100e-01        8.096778e-01        1.134298e+00
     43.2          7.515435e-01        7.914244e-01        1.134549e+00
     43.3          7.762638e-01        7.731710e-01        1.134800e+00
     43.4          8.009842e-01        7.549176e-01        1.135051e+00
     43.5          8.257046e-01        7.366642e-01        1.135302e+00
     43.6          8.504250e-01        7.184108e-01        1.135553e+00
