Wavelength (Angstroms)     Irradiance (Watts/m2/Angstrom)
      5888.0000                     1.851042e-01
      5888.0100                     1.851226e-01
      5888.0200                     1.849161e-01
      5888.0300                     1.845036e-01
      5888.0400                     1.843533e-01
      5888.0500                     1.845216e-01
      5888.0600                     1.847085e-01
      5888.0700                     1.848018e-01
      5888.0800                     1.849139e-01
      5888.0900                     1.850446e-01
      5888.1000                     1.851192e-01
      5888.1100                     1.851750e-01
      5888.1200                     1.852683e-01
      5888.1300                     1.853054e-01
      5888.1400                     1.853425e-01
      5888.1500                     1.853421e-01
      5888.1600                     1.853417e-01
      5888.1700                     1.853413e-01
      5888.1800                     1.853222e-01
      5888.1900                     1.852656e-01
      5888.2000                     1.851716e-01
      5888.2100                     1.850963e-01
      5888.2200                     1.850584e-01
      5888.2300                     1.850580e-01
      5888.2400                     1.850764e-01
      5888.2500                     1.851135e-01
      5888.2600                     1.851880e-01
      5888.2700                     1.853001e-01
      5888.2800                     1.853933e-01
      5888.2900                     1.854304e-01
      5888.3000                     1.854300e-01
      5888.3100                     1.854297e-01
      5888.3200                     1.854293e-01
      5888.3300                     1.854289e-01
      5888.3400                     1.854285e-01
      5888.3500                     1.852783e-01
      5888.3600                     1.850344e-01
      5888.3700                     1.847904e-01
      5888.3800                     1.845278e-01
      5888.3900                     1.842089e-01
      5888.4000                     1.838526e-01
      5888.4100                     1.834776e-01
      5888.4200                     1.830838e-01
      5888.4300                     1.827087e-01
      5888.4400                     1.824461e-01
      5888.4500                     1.823333e-01
      5888.4600                     1.824079e-01
      5888.4700                     1.826323e-01
      5888.4800                     1.828942e-01
      5888.4900                     1.831935e-01
      5888.5000                     1.835866e-01
      5888.5100                     1.839609e-01
      5888.5200                     1.842789e-01
      5888.5300                     1.845221e-01
      5888.5400                     1.846716e-01
      5888.5500                     1.848023e-01
      5888.5600                     1.849144e-01
      5888.5700                     1.849889e-01
      5888.5800                     1.850260e-01
      5888.5900                     1.850256e-01
      5888.6000                     1.850627e-01
      5888.6100                     1.850248e-01
      5888.6200                     1.849683e-01
      5888.6300                     1.848930e-01
      5888.6400                     1.848364e-01
      5888.6500                     1.847611e-01
      5888.6600                     1.846670e-01
      5888.6700                     1.845917e-01
      5888.6800                     1.844790e-01
      5888.6900                     1.843849e-01
      5888.7000                     1.843658e-01
      5888.7100                     1.843654e-01
      5888.7200                     1.843650e-01
      5888.7300                     1.843834e-01
      5888.7400                     1.844392e-01
      5888.7500                     1.845700e-01
      5888.7600                     1.847756e-01
      5888.7700                     1.849438e-01
      5888.7800                     1.850184e-01
      5888.7900                     1.850367e-01
      5888.8000                     1.850364e-01
      5888.8100                     1.850172e-01
      5888.8200                     1.850169e-01
      5888.8300                     1.850165e-01
      5888.8400                     1.850161e-01
      5888.8500                     1.850157e-01
      5888.8600                     1.850153e-01
      5888.8700                     1.849962e-01
      5888.8800                     1.849959e-01
      5888.8900                     1.849955e-01
      5888.9000                     1.849951e-01
      5888.9100                     1.849760e-01
      5888.9200                     1.849007e-01
      5888.9300                     1.848441e-01
      5888.9400                     1.847875e-01
      5888.9500                     1.846935e-01
      5888.9600                     1.845994e-01
      5888.9700                     1.845054e-01
      5888.9800                     1.844114e-01
      5888.9900                     1.842424e-01
      5889.0000                     1.839236e-01
      5889.0100                     1.835673e-01
      5889.0200                     1.831549e-01
      5889.0300                     1.826487e-01
      5889.0400                     1.819553e-01
      5889.0500                     1.811682e-01
      5889.0600                     1.803437e-01
      5889.0700                     1.794630e-01
      5889.0800                     1.786571e-01
      5889.0900                     1.780948e-01
      5889.1000                     1.778884e-01
      5889.1100                     1.780379e-01
      5889.1200                     1.784684e-01
      5889.1300                     1.791049e-01
      5889.1400                     1.798163e-01
      5889.1500                     1.806026e-01
      5889.1600                     1.813140e-01
      5889.1700                     1.818943e-01
      5889.1800                     1.824183e-01
      5889.1900                     1.828862e-01
      5889.2000                     1.832979e-01
      5889.2100                     1.835598e-01
      5889.2200                     1.837280e-01
      5889.2300                     1.838400e-01
      5889.2400                     1.839145e-01
      5889.2500                     1.838954e-01
      5889.2600                     1.838201e-01
      5889.2700                     1.837448e-01
      5889.2800                     1.836883e-01
      5889.2900                     1.836130e-01
      5889.3000                     1.835564e-01
      5889.3100                     1.834811e-01
      5889.3200                     1.834058e-01
      5889.3300                     1.833305e-01
      5889.3400                     1.832739e-01
      5889.3500                     1.832174e-01
      5889.3600                     1.831421e-01
      5889.3700                     1.830855e-01
      5889.3800                     1.830289e-01
      5889.3900                     1.829536e-01
      5889.4000                     1.828596e-01
      5889.4100                     1.828030e-01
      5889.4200                     1.827278e-01
      5889.4300                     1.825963e-01
